"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"22","Julian Edelman (FA)","74","108","850","11.5","36","12","6","9","107","0","0","12","170.4","14.2","8.5%"
"23","Emmanuel Sanders (FA)","71","98","868","12.2","64","13","4","4","53","1","0","12","162.7","13.6","0.0%"
"24","Mike Williams (PIT)","43","66","664","15.4","55","11","10","7","28","1","0","16","158.7","9.9","16.5%"
"25","Chris Godwin (TB)","59","95","842","14.3","48","10","7","0","0","0","1","16","155.7","9.7","40.5%"
"26","Alshon Jeffery (FA)","65","92","843","13.0","52","9","6","0","0","0","0","13","152.8","11.8","0.0%"
"27","Larry Fitzgerald (FA)","69","112","734","10.6","37","8","6","0","0","0","0","16","151.2","9.5","0.9%"
"28","Corey Davis (FA)","65","112","891","13.7","51","15","4","6","55","0","0","16","151.1","9.4","0.0%"
"29","Adam Humphries (FA)","76","105","816","10.7","51","7","5","2","11","0","0","16","150.7","9.4","0.0%"
"30","Sterling Shepard (TB)","66","107","872","13.2","58","12","4","3","33","0","0","16","149.5","9.3","4.9%"
"31","Mohamed Sanu Sr. (FA)","66","94","838","12.7","44","7","4","7","44","0","1","16","149.4","9.3","0.0%"
"32","Golden Tate (FA)","74","113","795","10.7","67","9","4","4","34","0","0","15","145.9","9.7","0.0%"
"33","Dede Westbrook (FA)","66","101","717","10.9","61","15","5","9","98","0","2","16","140.5","8.8","0.0%"
"34","Zay Jones (ARI)","56","102","652","11.6","57","7","7","1","0","0","0","16","137.2","8.6","3.3%"
"35","Nelson Agholor (BAL)","64","97","736","11.5","83","10","4","3","32","0","0","16","133.4","8.3","1.6%"
"36","Robbie Chosen (FA)","50","94","752","15.0","76","10","6","2","-8","0","2","14","131.4","9.4","0.0%"
"37","DeSean Jackson (FA)","41","74","774","18.9","75","13","4","6","29","1","0","12","130.8","10.9","0.6%"
"38","DJ Moore (CHI)","55","82","788","14.3","82","9","2","13","172","0","3","16","129.5","8.1","82.5%"
"39","Demaryius Thomas (FA)","59","89","677","11.5","45","9","5","0","0","0","0","15","127.2","8.5","0.1%"
"40","A.J. Green (FA)","46","77","694","15.1","38","12","6","0","0","0","1","9","126.4","14.0","1.0%"
"41","Allen Robinson II (DET)","55","94","754","13.7","43","11","4","1","9","0","1","13","125.8","9.7","0.1%"
"42","Jordy Nelson (FA)","63","88","739","11.7","66","7","3","1","-2","0","0","15","125.2","8.3","0.1%"
"43","John Brown (FA)","42","97","715","17.0","71","11","5","3","4","0","0","16","122.9","7.7","0.0%"
"44","Taylor Gabriel (FA)","67","93","688","10.3","54","7","2","9","61","0","1","16","118.4","7.4","0.1%"
"45","Josh Gordon (FA)","41","71","737","18.0","55","12","4","0","0","0","0","12","118.2","9.9","0.1%"
"46","Cole Beasley (FA)","65","87","672","10.3","32","3","3","0","0","0","0","16","117.7","7.4","0.0%"
"47","Tyrell Williams (FA)","41","65","653","15.9","75","11","5","2","15","0","0","16","117.3","7.3","0.0%"
"48","Curtis Samuel (BUF)","39","65","494","12.7","53","6","5","8","84","2","1","13","117.3","9.0","15.5%"
"49","Doug Baldwin (FA)","50","73","618","12.4","42","9","5","0","0","0","0","13","116.8","9.0","0.0%"
"50","Kenny Stills (FA)","37","64","553","14.9","75","7","6","0","0","0","0","15","115.9","7.7","0.0%"
"51","Courtland Sutton (DEN)","42","84","704","16.8","42","16","4","1","-1","0","0","16","115.3","7.2","81.6%"
"52","Cooper Kupp (LAR)","40","55","566","14.2","70","9","6","4","25","0","0","8","115.1","14.4","88.0%"
"53","Antonio Callaway (FA)","43","79","586","13.6","71","8","5","2","7","0","1","16","110.8","6.9","0.0%"
"54","Donte Moncrief (FA)","48","89","668","13.9","80","7","3","0","0","0","1","16","106.8","6.7","0.0%"
"55","Michael Crabtree (FA)","54","100","607","11.2","27","6","3","0","0","0","0","16","105.7","6.6","0.0%"
"56","Anthony Miller (BAL)","33","54","423","12.8","55","6","7","6","26","0","0","15","103.7","6.9","0.0%"
"57","Willie Snead IV (FA)","62","95","651","10.5","28","5","1","1","13","0","0","16","103.4","6.5","0.0%"
"58","Christian Kirk (JAC)","43","68","590","13.7","75","8","3","3","35","0","0","12","102.0","8.5","27.4%"
"59","Devin Funchess (FA)","44","79","549","12.5","27","8","4","0","0","0","0","14","100.9","7.2","0.0%"
"60","Rashard Higgins (FA)","39","53","572","14.7","40","11","4","0","0","0","1","13","98.7","7.6","0.0%"
"61","Marvin Jones Jr. (FA)","35","62","508","14.5","39","5","5","0","0","0","0","9","98.3","10.9","0.0%"
"62","Danny Amendola (FA)","59","79","575","9.7","39","4","1","1","-2","0","0","15","97.9","6.5","0.0%"
"63","Sammy Watkins (FA)","40","55","519","13.0","50","7","3","5","52","0","0","10","95.1","9.5","0.0%"
"64","Kendrick Bourne (NE)","42","67","487","11.6","33","6","4","0","0","0","0","16","93.7","5.9","2.1%"
"65","Marquez Valdes-Scantling (NO)","38","73","581","15.3","60","8","2","2","29","0","0","16","92.0","5.8","16.5%"
"66","Chester Rogers (FA)","53","72","485","9.2","34","5","2","1","-4","0","0","16","90.6","5.7","0.0%"
"67","William Fuller V (FA)","32","45","503","15.7","73","7","4","0","0","0","0","7","90.3","12.9","0.0%"
"68","Dante Pettis (NO)","27","45","467","17.3","75","9","5","1","-2","0","0","12","90.0","7.5","0.1%"
"69","Chris Hogan (FA)","35","55","532","15.2","63","11","3","0","0","0","0","16","88.7","5.5","0.0%"
"70","David Moore (CAR)","26","53","445","17.1","54","8","5","1","5","0","0","16","88.0","5.5","1.4%"
"71","Josh Doctson (FA)","44","78","532","12.1","32","7","2","0","0","0","0","15","87.2","5.8","0.0%"
"72","Tre'Quan Smith (FA)","28","44","427","15.3","62","6","5","0","0","0","0","15","86.7","5.8","0.0%"
"73","Robert Foster (FA)","27","44","541","20.0","75","9","3","0","0","0","0","13","85.6","6.6","0.0%"
"74","Josh Reynolds (JAC)","29","53","402","13.9","33","6","5","2","8","0","0","16","85.5","5.3","1.0%"
"75","Seth Roberts (FA)","45","64","494","11.0","44","7","2","3","5","0","0","15","84.4","5.6","0.0%"
"76","Albert Wilson (FA)","26","35","391","15.0","75","7","4","8","16","0","0","7","83.8","12.0","0.0%"
"77","Michael Gallup (FA)","33","68","507","15.4","49","10","2","0","0","0","0","16","81.2","5.1","0.0%"
"78","Jarius Wright (FA)","43","59","447","10.4","33","8","1","2","39","0","1","16","76.1","4.8","0.0%"
"79","Marquise Goodwin (FA)","23","44","395","17.2","67","5","4","4","9","0","0","11","75.9","6.9","0.0%"
"80","Chris Conley (SF)","32","52","334","10.4","27","4","5","0","0","0","2","16","75.4","4.7","0.1%"
"81","John Ross (FA)","21","58","210","10.0","39","3","7","4","9","0","0","13","74.4","5.7","0.0%"
"82","Keelan Cole Sr. (FA)","38","70","491","12.9","35","7","1","0","0","0","2","16","70.1","4.4","0.0%"
"83","Taywan Taylor (FA)","37","56","466","12.6","55","3","1","0","0","0","1","13","69.1","5.3","0.0%"
"84","Jamison Crowder (WAS)","29","49","388","13.4","79","4","2","4","30","0","0","9","68.3","7.6","0.1%"
"85","Quincy Enunwa (FA)","38","68","449","11.8","42","6","1","1","0","0","1","11","67.9","6.2","0.0%"
"86","Randall Cobb (FA)","38","61","383","10.1","75","4","2","0","0","0","1","9","67.3","7.5","1.2%"
"87","Phillip Dorsett II (ATL)","32","42","290","9.1","20","1","3","4","29","0","0","16","65.9","4.1","0.0%"
"88","Demarcus Robinson (LAR)","22","33","288","13.1","89","3","4","0","0","0","0","16","63.8","4.0","13.5%"
"89","Dontrelle Inman (FA)","28","39","304","10.9","29","4","3","0","0","0","0","9","62.4","6.9","0.0%"
"90","Aldrick Robinson (FA)","17","35","231","13.6","40","2","5","0","0","0","0","14","61.6","4.4","0.0%"
"91","Jermaine Kearse (FA)","37","76","371","10.0","29","3","1","0","0","0","0","14","61.6","4.4","0.0%"
"92","Tajae Sharpe (FA)","26","47","316","12.2","28","2","2","1","16","0","0","16","58.2","3.6","0.0%"
"93","Ryan Grant (FA)","35","52","334","9.5","23","3","1","0","0","0","0","14","56.9","4.1","0.0%"
"94","Kelvin Benjamin (FA)","25","67","380","15.2","40","5","1","0","0","0","0","15","56.5","3.8","0.1%"
"95","Breshad Perriman (FA)","16","25","340","21.3","66","4","2","4","2","0","0","10","54.2","5.4","0.0%"
"96","Laquon Treadwell (IND)","35","53","302","8.6","22","1","1","0","0","0","0","15","53.7","3.6","0.0%"
"97","Jaron Brown (FA)","14","19","166","11.9","45","1","5","0","0","0","0","16","53.6","3.4","0.0%"
"98","Zach Pascal (ARI)","27","46","268","9.9","28","1","2","2","10","0","0","16","53.3","3.3","0.0%"
"99","Geronimo Allison (FA)","20","30","303","15.2","64","4","2","0","0","0","0","5","52.3","10.5","0.0%"
"100","Jordan Matthews (CAR)","20","28","300","15.0","56","3","2","0","0","0","0","14","52.0","3.7","0.0%"
"101","Allen Hurns (FA)","20","35","295","14.8","49","6","2","0","0","0","0","16","51.5","3.2","0.0%"
"102","Ryan Switzer (FA)","36","44","253","7.0","24","1","1","6","21","0","0","16","51.4","3.2","0.0%"
"103","DaeSean Hamilton (FA)","30","46","243","8.1","24","1","2","0","0","0","0","14","51.3","3.7","0.0%"
"104","Jakeem Grant Sr. (FA)","21","34","268","12.8","52","2","2","1","5","0","0","10","49.8","5.0","0.0%"
"105","Paul Richardson Jr. (FA)","20","35","262","13.1","46","5","2","2","9","0","0","7","49.1","7.0","0.0%"
"106","DeVante Parker (FA)","24","47","309","12.9","46","3","1","0","0","0","0","11","48.9","4.4","0.0%"
"107","Keke Coutee (FA)","28","41","287","10.3","40","2","1","3","0","0","0","6","48.7","8.1","0.0%"
"108","Tim Patrick (DET)","23","41","315","13.7","26","6","1","3","17","0","1","16","48.7","3.0","5.6%"
"109","Pierre Garcon (FA)","24","46","286","11.9","25","5","1","0","0","0","0","8","46.6","5.8","0.0%"
"110","Maurice Harris (FA)","28","47","304","10.9","42","3","0","2","10","0","0","12","45.4","3.8","0.0%"
"111","Terrelle Pryor Sr. (FA)","16","30","252","15.8","44","5","2","1","-1","0","0","8","45.1","5.6","0.0%"
"112","Bruce Ellington (FA)","31","42","224","7.2","23","2","1","1","2","0","0","7","44.1","6.3","0.0%"
"113","Ted Ginn Jr. (FA)","17","30","209","12.3","42","3","2","3","26","0","1","5","44.0","8.8","0.0%"
"114","Equanimeous St. Brown (FA)","21","36","328","15.6","54","5","0","1","5","0","0","12","43.8","3.7","0.0%"
"115","Isaiah McKenzie (FA)","18","30","179","9.9","23","1","0","10","66","2","1","8","43.5","5.4","0.0%"
"116","Trent Taylor (SF)","26","40","215","8.3","23","1","1","0","0","0","0","14","42.5","3.0","0.0%"
"117","Torrey Smith (FA)","17","31","190","11.2","35","2","2","0","0","0","0","11","41.5","3.8","0.0%"
"118","T.J. Jones (FA)","19","27","190","10.0","26","3","2","0","0","0","0","15","40.5","2.7","0.0%"
"119","Keith Kirkwood (BAL)","13","21","209","16.1","42","4","2","0","0","0","0","8","39.4","4.9","0.0%"
"120","Chris Moore (WAS)","19","25","196","10.3","30","3","1","5","17","0","0","16","36.8","2.3","0.0%"
"121","Trent Sherfield Sr. (MIN)","19","28","210","11.1","21","1","1","0","0","0","0","13","36.5","2.8","0.1%"
"122","Martavis Bryant (FA)","19","27","266","14.0","47","6","0","3","23","0","1","8","36.4","4.6","1.2%"
"123","Russell Shepard (FA)","10","19","188","18.8","49","4","2","0","0","0","0","12","35.8","3.0","0.0%"
"124","James Washington (FA)","16","38","217","13.6","47","3","1","0","0","0","0","14","35.7","2.6","0.0%"
"125","Tavon Austin (FA)","8","13","140","17.5","64","2","2","6","55","0","0","7","35.5","5.1","0.7%"
"126","Travis Benjamin (FA)","12","24","186","15.5","46","4","1","7","41","0","0","12","34.7","2.9","0.0%"
"127","Bennie Fowler III (FA)","16","27","199","12.4","26","3","1","0","0","0","0","10","33.9","3.4","0.0%"
"128","Chad Williams (FA)","17","46","171","10.1","22","1","1","1","9","0","0","10","32.5","3.3","0.0%"
"129","Justin Hardy (FA)","14","22","133","9.5","19","0","2","0","0","0","0","16","32.3","2.0","0.0%"
"130","Brandon LaFell (FA)","12","16","135","11.3","24","1","2","0","0","0","0","6","31.5","5.3","0.0%"
"131","DeAndre Carter (CHI)","22","25","216","9.8","50","2","0","1","7","0","1","14","31.3","2.2","0.1%"
"132","Cody Core (FA)","13","28","160","12.3","30","2","1","0","0","0","0","14","30.5","2.2","0.0%"
"133","Cody Latimer (FA)","11","16","190","17.3","39","4","1","0","0","0","0","6","30.5","5.1","0.0%"
"134","Marcell Ateman (FA)","15","31","154","10.3","32","2","1","0","0","0","0","7","28.9","4.1","0.0%"
"135","Alex Erickson (FA)","20","29","167","8.4","28","1","0","3","22","0","1","16","26.9","1.7","0.0%"
"136","Josh Bellamy (FA)","14","25","117","8.4","20","1","1","0","0","0","0","16","26.7","1.7","0.0%"
"137","Austin Carr (FA)","9","14","97","10.8","25","1","2","0","0","0","0","14","26.2","1.9","0.0%"
"138","Marvin Hall (FA)","10","19","149","14.9","47","2","1","2","0","0","0","16","25.9","1.6","0.0%"
"139","Brandon Marshall (FA)","11","23","136","12.4","27","2","1","0","0","0","0","7","25.1","3.6","2.6%"
"140","Deonte Thompson (FA)","17","30","161","9.5","15","0","0","0","0","0","0","13","24.6","1.9","0.0%"
"141","Michael Floyd (FA)","10","24","100","10.0","20","1","1","0","0","0","0","13","23.0","1.8","0.0%"
"142","Andre Holmes (FA)","13","24","162","12.5","24","5","0","0","0","0","0","15","22.7","1.5","0.0%"
"143","DJ Chark Jr. (LAC)","14","32","174","12.4","38","2","0","0","0","0","1","11","22.4","2.0","3.4%"
"144","Richie James Jr. (FA)","9","14","130","14.4","53","2","1","0","0","0","1","13","21.5","1.7","0.0%"
"145","Damion Ratley (FA)","13","20","144","11.1","27","3","0","0","0","0","0","13","20.9","1.6","0.0%"
"146","Jake Kumerow (FA)","8","11","103","12.9","49","1","1","0","0","0","0","5","20.3","4.1","0.0%"
"147","Cameron Meredith (FA)","9","10","114","12.7","46","2","1","0","0","0","1","6","19.9","3.3","0.0%"
"148","Andy Jones (FA)","11","24","80","7.3","15","0","1","0","0","0","0","8","19.5","2.4","0.0%"
"149","Deontay Burnett (FA)","10","15","143","14.3","29","3","0","0","0","0","0","5","19.3","3.9","0.0%"
"150","Marcus Johnson (FA)","6","8","102","17.0","34","1","1","1","-2","0","0","5","19.0","3.8","0.0%"
"151","Andre Roberts (FA)","10","18","79","7.9","20","1","1","2","20","0","1","16","18.9","1.2","0.0%"
"152","Brandon Powell (MIN)","11","17","129","11.7","41","1","0","1","4","0","0","6","18.8","3.1","0.1%"
"153","Trey Quinn (FA)","9","10","75","8.3","15","0","1","1","0","0","0","3","18.0","6.0","0.0%"
"154","Leonte Carroo (FA)","2","4","94","47.0","74","2","1","1","14","0","0","9","17.8","2.0","0.0%"
"155","Vyncint Smith (FA)","5","10","91","18.2","35","2","1","0","0","0","0","7","17.6","2.5","0.0%"
"156","Darius Jennings (FA)","11","15","101","9.2","36","1","0","1","2","0","0","16","16.6","1.0","0.0%"
"157","Eli Rogers (FA)","12","14","79","6.6","17","0","0","1","-4","0","0","3","15.5","5.2","0.0%"
"158","Brice Butler (FA)","6","10","60","10.0","23","1","1","0","0","0","0","8","15.0","1.9","0.0%"
"159","Tommylee Lewis (FA)","3","3","60","20.0","28","2","1","2","10","0","1","7","12.5","1.8","0.0%"
"160","Cameron Batson (FA)","8","11","82","10.3","26","1","0","1","1","0","0","11","12.3","1.1","0.0%"
"161","Kevin White (FA)","4","8","92","23.0","54","2","0","0","0","0","0","9","11.2","1.2","0.0%"
"162","De'Anthony Thomas (FA)","3","5","29","9.7","15","0","1","1","6","0","0","5","11.0","2.2","0.0%"
"163","Corey Coleman (FA)","5","8","71","14.2","30","1","0","1","5","0","0","8","10.1","1.3","0.0%"
"164","J.J. Nelson (FA)","7","19","64","9.1","17","0","0","4","0","0","0","14","9.9","0.7","0.0%"
"165","Russell Gage (SF)","6","10","63","10.5","22","1","0","0","0","0","0","15","9.3","0.6","0.0%"
"166","Kamar Aiken (FA)","6","7","53","8.8","18","0","0","0","0","0","0","5","8.3","1.7","0.0%"
"167","Dwayne Harris (FA)","6","6","40","6.7","13","0","0","2","12","0","0","15","8.2","0.5","1.2%"
"168","Noah Brown (WAS)","5","8","54","10.8","22","1","0","0","0","0","0","8","7.9","1.0","3.6%"
"169","Derrick Willies (FA)","3","5","61","20.3","39","1","0","0","0","0","0","5","7.6","1.5","0.0%"
"170","Bobo Wilson (FA)","4","5","52","13.0","25","1","0","0","0","0","0","5","7.2","1.4","0.1%"
"171","Rashad Greene (FA)","6","8","60","10.0","12","0","0","0","0","0","1","8","7.0","0.9","0.0%"
"172","Jawill Davis (FA)","4","8","40","10.0","22","1","0","0","0","0","0","7","6.0","0.9","0.0%"
"173","Chad Beebe (FA)","4","4","39","9.8","18","0","0","0","0","0","0","3","5.9","2.0","0.0%"
"174","Auden Tate (FA)","4","12","35","8.8","15","0","0","0","0","0","0","7","5.5","0.8","0.0%"
"175","Shelton Gibson (FA)","1","3","48","48.0","48","1","0","0","0","0","0","15","5.3","0.4","0.0%"
"176","Jalen Tolliver (FA)","3","6","37","12.3","15","0","0","0","0","0","0","3","5.2","1.7","0.0%"
"177","Javon Wims (FA)","4","5","32","8.0","16","0","0","0","0","0","0","4","5.2","1.3","0.0%"
"178","Rishard Matthews (FA)","5","9","24","4.8","7","0","0","0","0","0","0","8","4.9","0.6","0.0%"
"179","Ray-Ray McCloud III (ATL)","5","6","36","7.2","16","0","0","2","4","0","1","10","4.5","0.5","14.2%"
"180","Justin Hunter (FA)","3","13","21","7.0","12","0","0","0","0","0","0","5","3.6","0.7","0.0%"
"181","Charone Peake (FA)","2","3","25","12.5","14","0","0","0","0","0","0","13","3.5","0.3","0.0%"
"182","Brian Quick (FA)","3","3","18","6.0","6","0","0","0","0","0","0","6","3.3","0.6","0.0%"
"183","Malik Turner (FA)","2","3","20","10.0","19","0","0","0","0","0","0","6","3.0","0.5","0.0%"
"184","River Cracraft (MIA)","1","2","44","44.0","44","1","0","0","0","0","1","8","2.9","0.4","0.1%"
"185","Terrance Williams (FA)","2","3","18","9.0","12","0","0","0","0","0","0","3","2.8","0.9","0.0%"
"186","Brandon Zylstra (FA)","1","2","23","23.0","23","1","0","0","0","0","0","16","2.8","0.2","0.0%"
"187","KhaDarel Hodge (ATL)","2","3","17","8.5","14","0","0","0","0","0","0","14","2.7","0.2","0.1%"
"188","Gehrig Dieter (FA)","1","3","22","22.0","22","1","0","0","0","0","0","4","2.7","0.7","0.0%"
"189","Tim White (FA)","1","1","14","14.0","14","0","0","0","0","0","0","3","1.9","0.6","0.0%"
"190","Sammie Coates (FA)","1","2","12","12.0","12","0","0","0","0","0","0","12","1.7","0.1","0.0%"
"191","Josh Malone (FA)","1","5","12","12.0","12","0","0","0","0","0","0","9","1.7","0.2","0.0%"
"192","Jeremy Kerley (FA)","2","4","7","3.5","4","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"193","Jamal Agnew (FA)","0","0","0","0","0","0","0","1","17","0","0","6","1.7","0.3","0.0%"
"194","Justin Hardee Sr. (TEN)","1","1","10","10.0","10","0","0","0","0","0","0","16","1.5","0.1","0.0%"
"195","Victor Bolden Jr. (FA)","1","4","10","10.0","10","0","0","0","0","0","0","6","1.5","0.3","0.0%"
"196","Cam Phillips (FA)","1","1","9","9.0","9","0","0","0","0","0","0","2","1.4","0.7","0.0%"
"197","Damiere Byrd (FA)","1","2","8","8.0","8","0","0","0","0","0","0","8","1.3","0.2","0.0%"
"198","Darvin Kidsy (FA)","1","2","8","8.0","8","0","0","0","0","0","0","2","1.3","0.7","0.0%"
"199","Keon Hatcher (FA)","1","2","8","8.0","8","0","0","0","0","0","0","3","1.3","0.4","0.0%"
"200","Marcus Kemp (FA)","1","2","7","7.0","7","0","0","0","0","0","0","16","1.2","0.1","0.0%"
"201","Allen Lazard (NYJ)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","6.6%"
"202","Justin Watson (KC)","1","3","5","5.0","5","0","0","0","0","0","0","12","1.0","0.1","2.0%"
"203","Jehu Chesson (FA)","1","2","7","7.0","7","0","0","1","-4","0","0","12","0.8","0.1","0.0%"
"204","Darrius Heyward-Bey (FA)","1","2","9","9.0","9","0","0","1","-7","0","0","14","0.7","0.1","0.0%"
"205","J'Mon Moore (FA)","2","3","15","7.5","10","0","0","0","0","0","1","12","0.5","0.0","0.0%"
"206","Nick Williams (FA)","2","5","17","8.5","11","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"207","Markus Wheaton (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"208","Freddie Martino (FA)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.1%"
"209","Mike Wallace (FA)","0","3","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"210","Matthew Slater (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"211","Brandon Tate (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"212","Daurice Fountain (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"213","Chris Lacy (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"214","Da'Mari Scott (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"215","Janarion Grant (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"216","Cam Sims (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Steven Dunbar Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Rico Gafford (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"219","Steven Mitchell Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"220","Saeed Blacknall (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"221","Quadree Henderson (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"222","Deante Burton (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"223","Lance Lenoir Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"224","Alonzo Russell (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"225","Pharoh Cooper (FA)","0","1","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"226","Ty Montgomery II (FA)","25","40","235","9.4","43","2","0","41","188","1","1","13","0.0","0.0","0.0%"
"227","Duron Carter (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"228","Bradley Marquez (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"229","Geremy Davis (FA)","0","1","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"230","Keenan Reynolds (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"231","Malachi Dupre (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"232","Isaiah Ford (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"233","Tanner McEvoy (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"234","Stacy Coley (FA)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"235","Brendan Langley (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"236","Mike Thomas (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"237","Johnny Holton (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"238","Trevor Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"239","Jaydon Mickens (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"240","Mose Frazier (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"241","Rod Streater (FA)","0","0","0","0","0","0","0","1","-11","0","0","3","-1.1","-0.4","0.1%"
"242","J.J. Jones (FA)","1","1","3","3.0","3","0","0","1","0","0","1","4","-1.2","-0.3","0.0%"
"243","Kaelin Clay (FA)","0","0","0","0","0","0","0","0","0","0","1","2","-2.0","-1.0","0.0%"
"244","JoJo Natson (FA)","0","0","0","0","0","0","0","0","0","0","1","13","-2.0","-0.2","0.0%"
"245","Riley McCarron (FA)","0","1","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.0%"
""
""
