player_id,player,1_position,1_franchise_id,2_position,2_franchise_id,3_position,3_franchise_id,4_position,4_franchise_id,5_position,5_franchise_id,6_position,6_franchise_id,7_position,7_franchise_id,career_Season_range,final_team_name,career_sum_player_game_count,career_avg_player_game_count,career_avg_avg_depth_of_target,career_max_avg_depth_of_target,career_avg_avoided_tackles,career_max_avoided_tackles,career_avg_caught_percent,career_max_caught_percent,career_avg_contested_catch_rate,career_max_contested_catch_rate,career_sum_contested_receptions,career_avg_contested_receptions,career_sum_contested_targets,career_avg_contested_targets,career_avg_drop_rate,career_max_drop_rate,career_sum_drops,career_avg_drops,career_sum_first_downs,career_max_first_downs,career_sum_fumbles,career_avg_grades_hands_drop,career_max_grades_hands_drop,career_avg_grades_hands_fumble,career_max_grades_hands_fumble,career_avg_grades_offense,career_max_grades_offense,career_avg_grades_pass_block,career_max_grades_pass_block,career_avg_grades_pass_route,career_max_grades_pass_route,career_avg_inline_rate,career_max_inline_rate,career_sum_inline_snaps,career_max_inline_snaps,career_max_longest,career_avg_pass_block_rate,career_max_pass_block_rate,career_sum_pass_blocks,career_sum_pass_plays,career_sum_receptions,career_avg_receptions,career_avg_route_rate,career_max_route_rate,career_sum_routes,career_avg_routes,career_avg_slot_rate,career_max_slot_rate,career_sum_slot_snaps,career_avg_targeted_qb_rating,career_max_targeted_qb_rating,career_sum_targets,career_avg_targets,career_sum_touchdowns,career_avg_touchdowns,career_avg_wide_rate,career_max_wide_rate,career_sum_wide_snaps,career_avg_wide_snaps,career_sum_yards,career_avg_yards,career_sum_yards_after_catch,career_avg_yards_after_catch,career_avg_yards_after_catch_per_reception,career_max_yards_after_catch_per_reception,career_avg_yards_per_reception,career_max_yards_per_reception,career_avg_yprr,career_max_yprr
9437,Amari Cooper,WR,103,,,,,,,,,,,,,2014,ALABAMA,14.0,14.0,9.9,9.9,26.0,26.0,71.3,71.3,,,0.0,0.0,0.0,0.0,6.1,6.1,8.0,8.0,0.0,0.0,0.0,79.4,79.4,78.8,78.8,92.8,92.8,,,93.3,93.3,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,446.0,124.0,124.0,97.1,97.1,433.0,433.0,19.5,19.5,87.0,128.7,128.7,174.0,174.0,16.0,16.0,79.6,79.6,355.0,355.0,1727.0,1727.0,878.0,878.0,7.1,7.1,13.9,13.9,3.99,3.99
9440,Kevin White,WR,343,,,,,,,,,,,,,2014,W VIRGINIA,13.0,13.0,11.1,11.1,24.0,24.0,68.1,68.1,,,0.0,0.0,0.0,0.0,7.6,7.6,9.0,9.0,0.0,0.0,1.0,72.6,72.6,61.2,61.2,78.5,78.5,,,78.2,78.2,0.5,0.5,3.0,3.0,68.0,0.0,0.0,0.0,590.0,109.0,109.0,94.6,94.6,558.0,558.0,7.6,7.6,45.0,104.3,104.3,160.0,160.0,10.0,10.0,90.7,90.7,535.0,535.0,1447.0,1447.0,679.0,679.0,6.2,6.2,13.3,13.3,2.59,2.59
9447,DeVante Parker,WR,210,,,,,,,,,,,,,2014,LOUISVILLE,6.0,6.0,14.4,14.4,15.0,15.0,57.3,57.3,,,0.0,0.0,0.0,0.0,4.4,4.4,2.0,2.0,1.0,1.0,0.0,79.1,79.1,73.2,73.2,92.2,92.2,,,92.4,92.4,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,206.0,43.0,43.0,97.6,97.6,201.0,201.0,10.2,10.2,21.0,86.3,86.3,75.0,75.0,5.0,5.0,89.8,89.8,185.0,185.0,855.0,855.0,348.0,348.0,8.1,8.1,19.9,19.9,4.25,4.25
9453,Nelson Agholor,WR,326,,,,,,,,,,,,,2014,USC,13.0,13.0,8.9,8.9,17.0,17.0,76.3,76.3,,,0.0,0.0,0.0,0.0,6.4,6.4,7.0,7.0,0.0,0.0,0.0,77.6,77.6,77.7,77.7,89.2,89.2,,,91.2,91.2,2.4,2.4,11.0,11.0,87.0,0.0,0.0,0.0,467.0,103.0,103.0,95.7,95.7,447.0,447.0,52.2,52.2,244.0,129.4,129.4,135.0,135.0,12.0,12.0,41.5,41.5,194.0,194.0,1306.0,1306.0,573.0,573.0,5.6,5.6,12.7,12.7,2.92,2.92
9459,Breshad Perriman,WR,323,,,,,,,,,,,,,2014,UCF,13.0,13.0,17.7,17.7,7.0,7.0,51.5,51.5,,,0.0,0.0,0.0,0.0,13.8,13.8,8.0,8.0,1.0,1.0,0.0,45.9,45.9,74.2,74.2,71.8,71.8,,,71.8,71.8,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,440.0,50.0,50.0,94.1,94.1,414.0,414.0,5.9,5.9,26.0,107.9,107.9,97.0,97.0,9.0,9.0,94.1,94.1,414.0,414.0,1044.0,1044.0,253.0,253.0,5.1,5.1,20.9,20.9,2.52,2.52
9462,Phillip Dorsett,WR,220,,,,,,,,,,,,,2014,MIAMI FL,13.0,13.0,18.9,18.9,3.0,3.0,53.7,53.7,,,0.0,0.0,0.0,0.0,2.7,2.7,1.0,1.0,0.0,0.0,0.0,83.6,83.6,73.2,73.2,72.9,72.9,,,71.6,71.6,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,386.0,36.0,36.0,96.9,96.9,374.0,374.0,22.8,22.8,88.0,132.3,132.3,67.0,67.0,10.0,10.0,77.2,77.2,298.0,298.0,871.0,871.0,360.0,360.0,10.0,10.0,24.2,24.2,2.33,2.33
9470,Devin Smith,WR,260,,,,,,,,,,,,,2014,OHIO STATE,15.0,15.0,23.8,23.8,2.0,2.0,68.8,68.8,,,0.0,0.0,0.0,0.0,5.7,5.7,2.0,2.0,0.0,0.0,0.0,74.5,74.5,72.2,72.2,80.7,80.7,,,82.6,82.6,0.4,0.4,1.0,1.0,80.0,0.0,0.0,0.0,264.0,33.0,33.0,97.3,97.3,257.0,257.0,22.3,22.3,59.0,133.7,133.7,48.0,48.0,12.0,12.0,76.9,76.9,203.0,203.0,931.0,931.0,231.0,231.0,7.0,7.0,28.2,28.2,3.62,3.62
9474,Devin Funchess,WR,222,,,,,,,,,,,,,2014,MICHIGAN,11.0,11.0,9.7,9.7,7.0,7.0,60.8,60.8,,,0.0,0.0,0.0,0.0,8.8,8.8,6.0,6.0,0.0,0.0,0.0,66.1,66.1,75.2,75.2,72.0,72.0,69.8,69.8,71.8,71.8,2.6,2.6,9.0,9.0,45.0,0.3,0.3,1.0,345.0,62.0,62.0,96.2,96.2,332.0,332.0,39.4,39.4,136.0,79.4,79.4,102.0,102.0,4.0,4.0,57.7,57.7,199.0,199.0,733.0,733.0,268.0,268.0,4.3,4.3,11.8,11.8,2.21,2.21
9502,Tyler Lockett,WR,199,,,,,,,,,,,,,2014,KANSAS ST,13.0,13.0,11.9,11.9,9.0,9.0,72.1,72.1,,,0.0,0.0,0.0,0.0,6.2,6.2,7.0,7.0,0.0,0.0,0.0,79.1,79.1,78.0,78.0,92.7,92.7,,,92.8,92.8,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,445.0,106.0,106.0,93.3,93.3,415.0,415.0,15.3,15.3,68.0,121.6,121.6,147.0,147.0,11.0,11.0,84.3,84.3,375.0,375.0,1515.0,1515.0,455.0,455.0,4.3,4.3,14.3,14.3,3.65,3.65
9503,Jaelen Strong,WR,110,,,,,,,,,,,,,2014,ARIZONA ST,12.0,12.0,13.9,13.9,7.0,7.0,53.3,53.3,,,0.0,0.0,0.0,0.0,8.0,8.0,7.0,7.0,1.0,1.0,0.0,70.3,70.3,76.2,76.2,86.6,86.6,,,87.5,87.5,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,455.0,81.0,81.0,94.7,94.7,431.0,431.0,25.3,25.3,115.0,92.2,92.2,152.0,152.0,10.0,10.0,74.7,74.7,340.0,340.0,1168.0,1168.0,421.0,421.0,5.2,5.2,14.4,14.4,2.71,2.71
9509,Chris Conley,WR,173,,,,,,,,,,,,,2014,GEORGIA,13.0,13.0,16.8,16.8,2.0,2.0,66.7,66.7,,,0.0,0.0,0.0,0.0,10.0,10.0,4.0,4.0,0.0,0.0,1.0,62.0,62.0,36.6,36.6,74.2,74.2,,,73.6,73.6,0.4,0.4,1.0,1.0,48.0,0.0,0.0,0.0,274.0,36.0,36.0,96.4,96.4,264.0,264.0,23.4,23.4,64.0,140.2,140.2,54.0,54.0,8.0,8.0,75.9,75.9,208.0,208.0,657.0,657.0,159.0,159.0,4.4,4.4,18.3,18.3,2.49,2.49
9520,Sammie Coates,WR,115,,,,,,,,,,,,,2014,AUBURN,12.0,12.0,21.5,21.5,10.0,10.0,45.9,45.9,,,0.0,0.0,0.0,0.0,12.8,12.8,5.0,5.0,0.0,0.0,0.0,55.8,55.8,72.6,72.6,77.3,77.3,61.0,61.0,75.6,75.6,0.0,0.0,0.0,0.0,68.0,0.4,0.4,1.0,277.0,34.0,34.0,94.9,94.9,263.0,263.0,10.1,10.1,28.0,94.5,94.5,74.0,74.0,4.0,4.0,89.9,89.9,249.0,249.0,741.0,741.0,128.0,128.0,3.8,3.8,21.8,21.8,2.82,2.82
9527,Ty Montgomery,WR,300,,,,,,,,,,,,,2014,STANFORD,11.0,11.0,6.5,6.5,16.0,16.0,62.2,62.2,,,0.0,0.0,0.0,0.0,7.6,7.6,5.0,5.0,0.0,0.0,1.0,66.6,66.6,49.2,49.2,78.6,78.6,,,74.6,74.6,0.3,0.3,1.0,1.0,44.0,0.0,0.0,0.0,292.0,61.0,61.0,95.9,95.9,280.0,280.0,21.6,21.6,63.0,68.6,68.6,98.0,98.0,3.0,3.0,77.4,77.4,226.0,226.0,604.0,604.0,437.0,437.0,7.2,7.2,9.9,9.9,2.16,2.16
9538,Jamison Crowder,WR,154,,,,,,,,,,,,,2014,DUKE,13.0,13.0,11.0,11.0,11.0,11.0,56.4,56.4,,,0.0,0.0,0.0,0.0,10.6,10.6,10.0,10.0,1.0,1.0,1.0,60.8,60.8,58.1,58.1,73.0,73.0,,,73.1,73.1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,474.0,84.0,84.0,97.0,97.0,460.0,460.0,17.3,17.3,82.0,81.1,81.1,149.0,149.0,6.0,6.0,81.9,81.9,388.0,388.0,1064.0,1064.0,550.0,550.0,6.5,6.5,12.7,12.7,2.31,2.31
9540,Justin Hardy,WR,156,,,,,,,,,,,,,2014,E CAROLINA,13.0,13.0,9.5,9.5,20.0,20.0,72.5,72.5,,,0.0,0.0,0.0,0.0,4.0,4.0,5.0,5.0,0.0,0.0,1.0,85.0,85.0,78.2,78.2,89.5,89.5,68.5,68.5,89.2,89.2,0.0,0.0,0.0,0.0,66.0,0.2,0.2,1.0,659.0,121.0,121.0,94.8,94.8,625.0,625.0,64.2,64.2,423.0,107.2,107.2,167.0,167.0,10.0,10.0,35.1,35.1,231.0,231.0,1494.0,1494.0,612.0,612.0,5.1,5.1,12.3,12.3,2.39,2.39
9556,Vince Mayle,WR,341,,,,,,,,,,,,,2014,WASH STATE,12.0,12.0,9.8,9.8,25.0,25.0,65.0,65.0,,,0.0,0.0,0.0,0.0,15.2,15.2,19.0,19.0,0.0,0.0,1.0,43.9,43.9,60.8,60.8,76.7,76.7,,,75.3,75.3,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,579.0,106.0,106.0,95.2,95.2,551.0,551.0,0.7,0.7,4.0,104.9,104.9,163.0,163.0,9.0,9.0,99.3,99.3,575.0,575.0,1483.0,1483.0,827.0,827.0,7.8,7.8,14.0,14.0,2.69,2.69
9565,DeAndre Smelter,WR,176,,,,,,,,,,,,,2014,GA TECH,12.0,12.0,17.0,17.0,5.0,5.0,56.5,56.5,,,0.0,0.0,0.0,0.0,5.4,5.4,2.0,2.0,0.0,0.0,0.0,68.9,68.9,73.5,73.5,90.9,90.9,78.1,78.1,90.2,90.2,0.0,0.0,0.0,0.0,71.0,4.9,4.9,9.0,182.0,35.0,35.0,89.6,89.6,163.0,163.0,5.5,5.5,10.0,128.1,128.1,62.0,62.0,7.0,7.0,88.5,88.5,161.0,161.0,715.0,715.0,239.0,239.0,6.8,6.8,20.4,20.4,4.39,4.39
9572,Rashad Greene Sr.,WR,167,,,,,,,,,,,,,2014,FLORIDA ST,14.0,14.0,11.0,11.0,17.0,17.0,69.7,69.7,,,0.0,0.0,0.0,0.0,3.9,3.9,4.0,4.0,1.0,1.0,0.0,86.2,86.2,77.1,77.1,82.2,82.2,,,83.3,83.3,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,546.0,99.0,99.0,96.2,96.2,525.0,525.0,22.3,22.3,122.0,104.9,104.9,142.0,142.0,7.0,7.0,76.7,76.7,419.0,419.0,1365.0,1365.0,599.0,599.0,6.1,6.1,13.8,13.8,2.6,2.6
9579,Stefon Diggs,WR,215,,,,,,,,,,,,,2014,MARYLAND,10.0,10.0,7.3,7.3,13.0,13.0,64.9,64.9,,,0.0,0.0,0.0,0.0,8.7,8.7,6.0,6.0,0.0,0.0,0.0,67.2,67.2,75.8,75.8,79.5,79.5,,,79.3,79.3,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,365.0,63.0,63.0,97.3,97.3,355.0,355.0,81.6,81.6,298.0,99.0,99.0,97.0,97.0,5.0,5.0,17.0,17.0,62.0,62.0,796.0,796.0,524.0,524.0,8.3,8.3,12.6,12.6,2.24,2.24
9589,Tony Lippett,WR,223,,,,,,,,,,,,,2014,MICH STATE,13.0,13.0,13.3,13.3,7.0,7.0,61.9,61.9,,,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,87.0,87.0,75.6,75.6,90.2,90.2,,,90.4,90.4,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,341.0,65.0,65.0,96.2,96.2,328.0,328.0,14.4,14.4,49.0,128.2,128.2,105.0,105.0,11.0,11.0,85.6,85.6,292.0,292.0,1198.0,1198.0,383.0,383.0,5.9,5.9,18.4,18.4,3.65,3.65
9592,J.J. Nelson,WR,321,,,,,,,,,,,,,2014,UAB,12.0,12.0,15.6,15.6,5.0,5.0,56.3,56.3,,,0.0,0.0,0.0,0.0,12.2,12.2,5.0,5.0,0.0,0.0,1.0,56.2,56.2,41.7,41.7,63.1,63.1,,,64.3,64.3,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,280.0,36.0,36.0,95.4,95.4,267.0,267.0,22.9,22.9,64.0,98.8,98.8,64.0,64.0,4.0,4.0,76.8,76.8,215.0,215.0,646.0,646.0,342.0,342.0,9.5,9.5,17.9,17.9,2.42,2.42
9595,Kenny Bell,WR,238,,,,,,,,,,,,,2014,NEBRASKA,13.0,13.0,15.6,15.6,9.0,9.0,52.2,52.2,,,0.0,0.0,0.0,0.0,9.6,9.6,5.0,5.0,0.0,0.0,0.0,63.8,63.8,73.6,73.6,85.4,85.4,60.9,60.9,81.8,81.8,0.4,0.4,1.0,1.0,73.0,0.4,0.4,1.0,274.0,47.0,47.0,96.0,96.0,263.0,263.0,18.2,18.2,50.0,81.3,81.3,90.0,90.0,6.0,6.0,81.0,81.0,222.0,222.0,792.0,792.0,303.0,303.0,6.4,6.4,16.9,16.9,3.01,3.01
9617,Kaelin Clay,WR,328,,,,,,,,,,,,,2014,UTAH,13.0,13.0,10.2,10.2,5.0,5.0,61.4,61.4,,,0.0,0.0,0.0,0.0,8.5,8.5,4.0,4.0,1.0,1.0,2.0,66.4,66.4,28.7,28.7,59.7,59.7,,,60.6,60.6,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,339.0,43.0,43.0,96.5,96.5,327.0,327.0,89.7,89.7,304.0,91.4,91.4,70.0,70.0,4.0,4.0,10.3,10.3,35.0,35.0,520.0,520.0,244.0,244.0,5.7,5.7,12.1,12.1,1.59,1.59
9619,Geremy Davis,WR,146,,,,,,,,,,,,,2014,UCONN,10.0,10.0,13.2,13.2,1.0,1.0,60.3,60.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4,91.4,73.3,73.3,71.5,71.5,,,73.2,73.2,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,257.0,44.0,44.0,96.1,96.1,247.0,247.0,19.8,19.8,51.0,78.6,78.6,73.0,73.0,3.0,3.0,80.2,80.2,206.0,206.0,521.0,521.0,67.0,67.0,1.5,1.5,11.8,11.8,2.11,2.11
9620,Evan Spencer,WR,260,,,,,,,,,,,,,2014,OHIO STATE,15.0,15.0,12.4,12.4,1.0,1.0,41.7,41.7,,,0.0,0.0,0.0,0.0,11.8,11.8,2.0,2.0,0.0,0.0,0.0,57.3,57.3,69.3,69.3,58.9,58.9,34.4,34.4,53.1,53.1,0.7,0.7,2.0,2.0,22.0,0.0,0.0,0.0,283.0,15.0,15.0,96.1,96.1,272.0,272.0,33.6,33.6,95.0,58.7,58.7,36.0,36.0,3.0,3.0,65.4,65.4,185.0,185.0,149.0,149.0,81.0,81.0,5.4,5.4,9.9,9.9,0.55,0.55
9634,Bud Sasser,WR,229,,,,,,,,,,,,,2014,MISSOURI,14.0,14.0,12.2,12.2,3.0,3.0,65.8,65.8,,,0.0,0.0,0.0,0.0,2.5,2.5,2.0,2.0,0.0,0.0,1.0,89.8,89.8,55.8,55.8,80.3,80.3,,,81.4,81.4,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,491.0,77.0,77.0,94.5,94.5,464.0,464.0,12.4,12.4,61.0,123.1,123.1,117.0,117.0,12.0,12.0,87.6,87.6,430.0,430.0,997.0,997.0,292.0,292.0,3.8,3.8,12.9,12.9,2.15,2.15
9637,Darren Waller,WR,176,,,,,,,,,,,,,2014,GA TECH,12.0,12.0,19.6,19.6,2.0,2.0,57.8,57.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,71.3,71.3,83.7,83.7,78.7,78.7,86.3,86.3,0.0,0.0,0.0,0.0,55.0,2.7,2.7,5.0,183.0,26.0,26.0,91.3,91.3,167.0,167.0,2.2,2.2,4.0,112.2,112.2,45.0,45.0,6.0,6.0,95.1,95.1,174.0,174.0,442.0,442.0,86.0,86.0,3.3,3.3,17.0,17.0,2.65,2.65
9654,Andre Debose,WR,163,,,,,,,,,,,,,2014,FLORIDA,5.0,5.0,20.0,20.0,0.0,0.0,20.0,20.0,,,0.0,0.0,0.0,0.0,50.0,50.0,1.0,1.0,0.0,0.0,0.0,24.5,24.5,66.3,66.3,43.5,43.5,,,44.4,44.4,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,17.0,1.0,1.0,100.0,100.0,17.0,17.0,23.5,23.5,4.0,39.6,39.6,5.0,5.0,0.0,0.0,76.5,76.5,13.0,13.0,-3.0,-3.0,1.0,1.0,1.0,1.0,-3.0,-3.0,-0.18,-0.18
9666,Da'Ron Brown,WR,254,,,,,,,,,,,,,2014,N ILLINOIS,14.0,14.0,14.4,14.4,14.0,14.0,54.0,54.0,,,0.0,0.0,0.0,0.0,10.5,10.5,8.0,8.0,0.0,0.0,0.0,48.8,48.8,77.2,77.2,73.9,73.9,,,74.6,74.6,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,429.0,68.0,68.0,95.8,95.8,411.0,411.0,20.7,20.7,89.0,91.5,91.5,126.0,126.0,6.0,6.0,79.3,79.3,340.0,340.0,1065.0,1065.0,442.0,442.0,6.5,6.5,15.7,15.7,2.59,2.59
9671,Mario Alford,WR,343,,,,,,,,,,,,,2014,W VIRGINIA,13.0,13.0,11.2,11.2,6.0,6.0,58.0,58.0,,,0.0,0.0,0.0,0.0,15.6,15.6,12.0,12.0,0.0,0.0,1.0,37.9,37.9,52.2,52.2,61.7,61.7,,,61.8,61.8,0.3,0.3,2.0,2.0,79.0,0.0,0.0,0.0,578.0,65.0,65.0,94.6,94.6,547.0,547.0,4.3,4.3,25.0,118.3,118.3,112.0,112.0,11.0,11.0,94.3,94.3,545.0,545.0,945.0,945.0,476.0,476.0,7.3,7.3,14.5,14.5,1.73,1.73
9690,Dres Anderson,WR,328,,,,,,,,,,,,,2014,UTAH,7.0,7.0,15.1,15.1,3.0,3.0,50.0,50.0,,,0.0,0.0,0.0,0.0,18.5,18.5,5.0,5.0,0.0,0.0,0.0,48.5,48.5,71.2,71.2,60.8,60.8,,,60.5,60.5,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,218.0,22.0,22.0,95.4,95.4,208.0,208.0,10.6,10.6,23.0,88.7,88.7,44.0,44.0,4.0,4.0,89.4,89.4,195.0,195.0,355.0,355.0,79.0,79.0,3.6,3.6,16.1,16.1,1.71,1.71
9691,Issac Blakeney,WR,154,,,,,,,,,,,,,2014,DUKE,13.0,13.0,10.8,10.8,13.0,13.0,61.0,61.0,,,0.0,0.0,0.0,0.0,11.3,11.3,6.0,6.0,0.0,0.0,1.0,53.1,53.1,45.0,45.0,61.6,61.6,,,61.8,61.8,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,363.0,47.0,47.0,97.2,97.2,353.0,353.0,13.2,13.2,48.0,107.8,107.8,77.0,77.0,7.0,7.0,86.8,86.8,315.0,315.0,553.0,553.0,257.0,257.0,5.5,5.5,11.8,11.8,1.57,1.57
9692,DiAndre Campbell,WR,340,,,,,,,,,,,,,2014,WASHINGTON,14.0,14.0,8.4,8.4,0.0,0.0,64.9,64.9,,,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,77.2,77.2,28.5,28.5,57.9,57.9,61.0,61.0,53.9,53.9,0.8,0.8,2.0,2.0,26.0,0.4,0.4,1.0,262.0,24.0,24.0,95.8,95.8,251.0,251.0,14.9,14.9,39.0,91.0,91.0,37.0,37.0,1.0,1.0,84.4,84.4,221.0,221.0,230.0,230.0,74.0,74.0,3.1,3.1,9.6,9.6,0.92,0.92
9697,DeAndrew White,WR,103,,,,,,,,,,,,,2014,ALABAMA,11.0,11.0,10.0,10.0,5.0,5.0,63.5,63.5,,,0.0,0.0,0.0,0.0,9.1,9.1,4.0,4.0,1.0,1.0,1.0,65.7,65.7,43.5,43.5,69.8,69.8,60.9,60.9,67.2,67.2,0.0,0.0,0.0,0.0,58.0,0.3,0.3,1.0,328.0,40.0,40.0,97.0,97.0,318.0,318.0,39.3,39.3,129.0,102.9,102.9,63.0,63.0,4.0,4.0,60.7,60.7,199.0,199.0,504.0,504.0,215.0,215.0,5.4,5.4,12.6,12.6,1.58,1.58
9700,Quan Bray,WR,115,,,,,,,,,,,,,2014,AUBURN,13.0,13.0,9.0,9.0,13.0,13.0,75.0,75.0,,,0.0,0.0,0.0,0.0,4.9,4.9,2.0,2.0,1.0,1.0,1.0,77.7,77.7,48.1,48.1,72.4,72.4,61.9,61.9,70.7,70.7,0.0,0.0,0.0,0.0,44.0,0.4,0.4,1.0,234.0,39.0,39.0,94.9,94.9,222.0,222.0,21.4,21.4,50.0,112.7,112.7,52.0,52.0,4.0,4.0,76.9,76.9,180.0,180.0,481.0,481.0,256.0,256.0,6.6,6.6,12.3,12.3,2.17,2.17
9706,Ezell Ruffin,WR,284,,,,,,,,,,,,,2014,S DIEGO ST,7.0,7.0,14.8,14.8,3.0,3.0,57.8,57.8,,,0.0,0.0,0.0,0.0,7.1,7.1,2.0,2.0,0.0,0.0,0.0,70.1,70.1,72.2,72.2,80.4,80.4,61.0,61.0,80.3,80.3,0.5,0.5,1.0,1.0,59.0,0.5,0.5,1.0,187.0,26.0,26.0,95.2,95.2,178.0,178.0,42.2,42.2,79.0,85.6,85.6,45.0,45.0,2.0,2.0,57.2,57.2,107.0,107.0,422.0,422.0,96.0,96.0,3.7,3.7,16.2,16.2,2.37,2.37
9714,Tony Jones,WR,256,,,,,,,,,,,,,2014,NWESTERN,10.0,10.0,12.5,12.5,1.0,1.0,48.6,48.6,,,0.0,0.0,0.0,0.0,14.6,14.6,6.0,6.0,0.0,0.0,0.0,48.8,48.8,73.5,73.5,59.2,59.2,,,58.5,58.5,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,319.0,35.0,35.0,95.0,95.0,303.0,303.0,49.2,49.2,157.0,42.8,42.8,72.0,72.0,1.0,1.0,50.8,50.8,162.0,162.0,324.0,324.0,77.0,77.0,2.2,2.2,9.3,9.3,1.07,1.07
9731,Andre Davis,WR,327,,,,,,,,,,,,,2014,USF,8.0,8.0,16.8,16.8,4.0,4.0,50.7,50.7,,,0.0,0.0,0.0,0.0,5.3,5.3,2.0,2.0,0.0,0.0,1.0,76.2,76.2,37.4,37.4,74.1,74.1,,,76.3,76.3,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,270.0,36.0,36.0,94.8,94.8,256.0,256.0,15.2,15.2,41.0,94.4,94.4,71.0,71.0,7.0,7.0,84.4,84.4,228.0,228.0,593.0,593.0,207.0,207.0,5.8,5.8,16.5,16.5,2.32,2.32
9745,Devante Davis,WR,325,,,,,,,,,,,,,2014,UNLV,8.0,8.0,16.1,16.1,4.0,4.0,42.5,42.5,,,0.0,0.0,0.0,0.0,15.0,15.0,6.0,6.0,1.0,1.0,0.0,55.1,55.1,72.4,72.4,69.2,69.2,,,69.3,69.3,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,350.0,34.0,34.0,95.7,95.7,335.0,335.0,6.9,6.9,24.0,58.9,58.9,80.0,80.0,4.0,4.0,93.1,93.1,326.0,326.0,591.0,591.0,166.0,166.0,4.9,4.9,17.4,17.4,1.76,1.76
9748,John Harris,WR,311,,,,,,,,,,,,,2014,TEXAS,13.0,13.0,12.2,12.2,11.0,11.0,67.3,67.3,,,0.0,0.0,0.0,0.0,12.0,12.0,9.0,9.0,1.0,1.0,3.0,56.0,56.0,23.7,23.7,79.7,79.7,,,77.7,77.7,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,458.0,66.0,66.0,96.1,96.1,440.0,440.0,33.6,33.6,154.0,120.0,120.0,98.0,98.0,7.0,7.0,66.4,66.4,304.0,304.0,994.0,994.0,292.0,292.0,4.4,4.4,15.1,15.1,2.26,2.26
9780,Shane Wynn,WR,190,,,,,,,,,,,,,2014,INDIANA,12.0,12.0,11.3,11.3,15.0,15.0,65.1,65.1,,,0.0,0.0,0.0,0.0,9.7,9.7,6.0,6.0,0.0,0.0,0.0,62.9,62.9,75.5,75.5,74.3,74.3,,,72.9,72.9,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,308.0,56.0,56.0,95.5,95.5,294.0,294.0,47.1,47.1,145.0,97.4,97.4,86.0,86.0,3.0,3.0,52.9,52.9,163.0,163.0,707.0,707.0,378.0,378.0,6.8,6.8,12.6,12.6,2.4,2.4
9788,Matthew Miller,WR,120,,,,,,,,,,,,,2014,BOISE ST,5.0,5.0,11.9,11.9,1.0,1.0,66.7,66.7,,,0.0,0.0,0.0,0.0,6.7,6.7,2.0,2.0,0.0,0.0,0.0,71.7,71.7,71.7,71.7,79.3,79.3,,,79.2,79.2,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,172.0,28.0,28.0,95.9,95.9,165.0,165.0,44.8,44.8,77.0,87.6,87.6,42.0,42.0,3.0,3.0,55.2,55.2,95.0,95.0,461.0,461.0,109.0,109.0,3.9,3.9,16.5,16.5,2.79,2.79
9793,Jordan Taylor,WR,275,,,,,,,,,,,,,2014,RICE,10.0,10.0,11.1,11.1,9.0,9.0,65.9,65.9,,,0.0,0.0,0.0,0.0,11.5,11.5,7.0,7.0,0.0,0.0,1.0,56.9,56.9,47.7,47.7,79.1,79.1,63.9,63.9,77.7,77.7,0.0,0.0,0.0,0.0,88.0,0.4,0.4,1.0,282.0,54.0,54.0,97.5,97.5,275.0,275.0,91.5,91.5,258.0,123.1,123.1,82.0,82.0,7.0,7.0,8.5,8.5,24.0,24.0,842.0,842.0,414.0,414.0,7.7,7.7,15.6,15.6,3.06,3.06
