"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"38","Khalil Shakir (BUF)","76","100","821","10.8","52","9","4","2","4","0","0","15","144.5","9.6","71.4%"
"39","Alec Pierce (IND)","37","69","824","22.3","65","13","7","0","0","0","0","16","142.9","8.9","12.3%"
"40","Cooper Kupp (LAR)","67","100","710","10.6","69","10","6","2","10","0","0","12","141.5","11.8","88.0%"
"41","Wan'Dale Robinson (NYG)","93","140","699","7.5","35","4","3","3","18","0","0","17","136.2","8.0","30.1%"
"42","George Pickens (PIT)","59","103","900","15.3","44","17","3","2","-6","0","1","14","134.9","9.6","84.7%"
"43","Michael Pittman Jr. (IND)","69","111","808","11.7","33","12","3","0","0","0","1","16","131.3","8.2","64.3%"
"44","Deebo Samuel Sr. (SF)","51","81","670","13.1","76","10","3","42","136","1","1","15","128.1","8.5","78.0%"
"45","Jalen Tolbert (DAL)","49","79","610","12.4","48","8","7","0","0","0","0","17","127.5","7.5","8.4%"
"46","Jaylen Waddle (MIA)","58","83","744","12.8","63","12","2","4","12","0","0","16","120.6","7.5","74.9%"
"47","Nick Westbrook-Ikhine (TEN)","32","60","497","15.5","98","4","9","0","0","0","0","17","119.7","7.0","20.9%"
"48","DeAndre Hopkins (KC)","56","80","610","10.9","35","6","5","0","0","0","0","16","119.0","7.4","70.1%"
"49","Rome Odunze (CHI)","54","101","734","13.6","47","8","3","3","15","0","1","17","117.9","6.9","57.3%"
"50","Jalen McMillan (TB)","37","58","461","12.5","33","8","8","4","43","0","0","13","116.9","9.0","49.2%"
"51","Adam Thielen (CAR)","48","62","615","12.8","40","9","5","0","0","0","0","10","115.5","11.6","55.9%"
"52","DeMario Douglas (NE)","66","87","621","9.4","36","8","3","3","16","0","0","17","114.7","6.7","22.4%"
"53","Tank Dell (HOU)","51","81","667","13.1","50","9","3","9","43","0","0","14","114.5","8.2","60.7%"
"54","Chris Godwin (TB)","50","62","576","11.5","55","7","5","1","2","0","0","8","112.8","14.1","40.5%"
"55","Marvin Mims Jr. (DEN)","39","52","503","12.9","93","7","6","13","42","0","0","17","110.0","6.5","17.1%"
"56","Ray-Ray McCloud III (ATL)","62","87","686","11.1","60","8","1","10","79","0","2","17","109.5","6.4","14.2%"
"57","Romeo Doubs (GB)","46","72","601","13.1","39","8","4","0","0","0","0","13","109.1","8.4","41.7%"
"58","Demarcus Robinson (LAR)","31","64","505","16.3","46","9","7","0","0","0","0","17","108.0","6.4","13.5%"
"59","Allen Lazard (NYJ)","37","60","530","14.3","52","8","6","0","0","0","0","12","107.5","9.0","6.6%"
"60","Tre Tucker (LV)","47","81","539","11.5","58","6","3","9","44","1","0","17","105.8","6.2","8.8%"
"61","Kayshon Boutte (NE)","43","68","589","13.7","48","11","3","0","0","0","0","15","102.4","6.8","7.2%"
"62","Andrei Iosivas (CIN)","36","61","479","13.3","39","7","6","0","0","0","0","17","101.9","6.0","7.7%"
"63","Michael Wilson (ARI)","47","71","548","11.7","41","10","4","1","7","0","1","16","101.0","6.3","12.8%"
"64","Calvin Austin III (PIT)","36","58","548","15.2","55","10","4","0","0","0","1","17","100.8","5.9","6.1%"
"65","Amari Cooper (BUF)","44","85","547","12.4","30","8","4","0","0","0","0","14","100.7","7.2","71.3%"
"66","Xavier Legette (CAR)","49","84","497","10.1","35","7","4","6","24","0","0","16","100.6","6.3","28.7%"
"67","Stefon Diggs (HOU)","47","64","496","10.6","49","5","3","3","8","1","0","8","98.4","12.3","43.0%"
"68","Keon Coleman (BUF)","29","57","556","19.2","64","12","4","1","9","0","0","13","97.0","7.5","48.2%"
"69","Tyler Lockett (SEA)","49","74","600","12.2","37","7","2","0","0","0","0","17","96.5","5.7","40.1%"
"70","Dontayvion Wicks (GB)","39","76","415","10.6","36","4","5","0","0","0","0","17","91.0","5.4","17.5%"
"71","Christian Watson (GB)","29","53","620","21.4","60","12","2","4","23","0","1","15","90.8","6.1","45.4%"
"72","Darius Slayton (NYG)","39","71","573","14.7","43","9","2","2","17","0","0","16","90.5","5.7","7.0%"
"73","Elijah Moore (CLE)","61","102","538","8.8","44","5","1","1","1","0","0","17","90.4","5.3","15.0%"
"74","Olamide Zaccheaus (WAS)","45","64","506","11.2","49","5","3","1","8","0","1","17","89.9","5.3","6.5%"
"75","Jalen Nailor (MIN)","28","42","414","14.8","33","8","6","3","-4","0","1","17","89.0","5.2","3.6%"
"76","KaVontae Turpin (DAL)","31","52","420","13.5","64","6","2","16","92","0","1","17","88.7","5.2","4.8%"
"77","Joshua Palmer (LAC)","39","65","584","15.0","45","10","1","0","0","0","0","15","87.9","5.9","15.6%"
"78","Devaughn Vele (DEN)","41","55","475","11.6","37","7","3","0","0","0","0","13","86.0","6.6","9.1%"
"79","Mack Hollins (BUF)","31","50","378","12.2","44","4","5","0","0","0","0","17","83.3","4.9","2.3%"
"80","Parker Washington (JAC)","32","51","390","12.2","30","6","3","0","0","0","0","17","81.0","4.8","3.8%"
"81","Ricky Pearsall (SF)","31","46","400","12.9","46","5","3","3","45","0","0","11","78.0","7.1","21.3%"
"82","Tutu Atwell (LAR)","42","62","562","13.4","50","10","0","2","7","0","0","17","77.9","4.6","3.8%"
"83","Jalen Coker (CAR)","32","46","478","14.9","83","6","2","0","0","0","0","11","76.6","7.0","11.1%"
"84","Tim Patrick (DET)","33","44","394","11.9","42","6","3","0","0","0","0","16","75.9","4.7","5.6%"
"85","Marquez Valdes-Scantling (NO)","19","44","411","21.6","71","8","4","1","4","0","0","14","75.0","5.4","16.5%"
"86","Diontae Johnson (BAL)","33","67","375","11.4","39","5","3","2","6","0","0","12","72.6","6.1","34.6%"
"87","Greg Dortch (ARI)","37","50","342","9.2","39","2","3","5","31","0","1","17","71.8","4.2","2.7%"
"88","Rashid Shaheed (NO)","20","41","349","17.5","70","5","3","6","29","0","1","6","69.8","11.6","26.0%"
"89","David Moore (CAR)","32","57","351","11.0","21","2","3","1","0","0","0","17","69.1","4.1","1.4%"
"90","Noah Brown (WAS)","35","56","453","12.9","52","4","1","0","0","0","0","11","68.8","6.3","3.6%"
"91","Cedric Tillman (CLE)","29","49","339","11.7","38","6","3","1","-5","0","1","11","65.9","6.0","23.5%"
"92","Sterling Shepard (TB)","32","51","334","10.4","30","4","1","8","69","0","0","14","64.3","4.6","4.9%"
"93","Chris Olave (NO)","32","44","400","12.5","39","4","1","1","7","0","1","8","60.7","7.6","62.1%"
"94","Tyler Boyd (TEN)","39","57","390","10.0","40","4","0","1","3","0","0","16","58.8","3.7","2.8%"
"95","Christian Kirk (JAC)","27","47","379","14.0","61","7","1","0","0","0","0","8","57.4","7.2","27.4%"
"96","Brandin Cooks (DAL)","26","54","259","10.0","29","3","3","3","-3","0","0","10","56.6","5.7","14.6%"
"97","Troy Franklin (DEN)","28","53","263","9.4","30","5","2","2","8","0","0","16","53.1","3.3","9.3%"
"98","Rashee Rice (KC)","24","29","288","12.0","44","3","2","1","1","0","0","4","52.9","13.2","38.5%"
"99","Dyami Brown (WAS)","30","40","308","10.3","51","5","1","3","26","0","1","16","52.4","3.3","5.9%"
"100","Justin Watson (KC)","22","32","289","13.1","49","2","2","0","0","0","0","17","51.9","3.1","2.0%"
"101","Van Jefferson (PIT)","24","40","276","11.5","43","4","2","0","0","0","0","17","51.6","3.0","1.1%"
"102","Kendrick Bourne (NE)","28","38","305","10.9","37","2","1","1","6","0","0","12","51.1","4.3","2.1%"
"103","Brandon Aiyuk (SF)","25","47","374","15.0","53","5","0","0","0","0","0","7","49.9","7.1","36.6%"
"104","Lil'Jordan Humphrey (DEN)","31","45","293","9.5","41","5","1","0","0","0","1","17","48.8","2.9","0.8%"
"105","Curtis Samuel (BUF)","31","46","253","8.2","38","2","1","5","14","0","0","14","48.2","3.4","15.5%"
"106","Tyler Johnson (LAR)","26","41","291","11.2","63","4","1","0","0","0","0","15","48.1","3.2","9.9%"
"107","Kalif Raymond (DET)","17","22","215","12.6","38","3","2","2","0","0","0","12","48.0","4.0","2.5%"
"108","Mike Williams (PIT)","21","34","298","14.2","32","6","1","0","0","0","0","18","46.3","2.6","16.5%"
"109","JuJu Smith-Schuster (KC)","18","26","231","12.8","50","3","2","0","0","0","0","14","44.1","3.2","4.2%"
"110","Gabe Davis (JAC)","20","42","239","12.0","22","6","2","0","0","0","1","10","43.9","4.4","11.1%"
"111","John Metchie III (HOU)","24","37","254","10.6","28","3","1","0","0","0","0","13","43.4","3.3","1.7%"
"112","Adonai Mitchell (IND)","23","55","312","13.6","36","4","0","4","6","0","1","17","42.3","2.5","13.9%"
"113","Nelson Agholor (BAL)","14","29","231","16.5","56","5","2","0","0","0","0","14","42.1","3.0","1.6%"
"114","Malik Washington (MIA)","26","36","223","8.6","20","2","0","5","25","1","1","14","41.8","3.0","6.1%"
"115","Jordan Whittington (LAR)","22","28","293","13.3","50","4","0","2","12","0","0","15","41.5","2.8","6.3%"
"116","Cedrick Wilson Jr. (NO)","20","27","211","10.6","25","1","1","1","-3","0","1","15","39.6","2.6","0.7%"
"117","DJ Turner (LV)","16","29","158","9.9","30","2","1","5","33","1","0","13","39.1","3.0","0.6%"
"118","Derius Davis (LAC)","13","17","112","8.6","23","1","2","12","39","0","0","15","33.6","2.2","1.0%"
"119","Jahan Dotson (PHI)","19","33","216","11.4","36","2","0","1","13","0","0","17","32.4","1.9","6.2%"
"120","Josh Reynolds (JAC)","13","24","194","14.9","49","4","1","0","0","0","0","9","31.9","3.5","1.0%"
"121","Tylan Wallace (BAL)","11","12","193","17.5","84","2","1","0","0","0","0","17","30.8","1.8","0.6%"
"122","Ryan Miller (TB)","12","20","128","10.7","39","2","2","0","0","0","0","11","30.8","2.8","0.0%"
"123","Jalen Brooks (DAL)","12","30","177","14.8","41","2","1","0","0","0","0","14","29.7","2.1","0.1%"
"124","Trey Palmer (TB)","12","22","172","14.3","27","2","1","0","0","0","0","15","29.2","1.9","2.3%"
"125","KhaDarel Hodge (ATL)","7","12","131","18.7","45","3","1","0","0","0","0","16","28.6","1.8","0.1%"
"126","Robert Woods (HOU)","20","30","203","10.2","32","2","0","0","0","0","1","15","28.3","1.9","0.7%"
"127","Mecole Hardman Jr. (KC)","12","14","90","7.5","17","0","0","5","62","1","0","12","27.2","2.3","0.2%"
"128","Malik Heath (GB)","10","13","97","9.7","41","1","2","0","0","0","0","12","26.7","2.2","0.1%"
"129","Ja'Lynn Polk (NE)","12","33","87","7.3","21","1","2","1","0","0","0","15","26.7","1.8","9.1%"
"130","Dante Pettis (NO)","12","28","120","10.0","20","1","1","0","0","0","0","8","26.0","3.3","0.1%"
"131","Luke McCaffrey (WAS)","18","24","168","9.3","30","2","0","0","0","0","0","17","25.8","1.5","6.2%"
"132","Jonathan Mingo (DAL)","17","42","167","9.8","35","2","0","2","5","0","1","17","23.7","1.4","2.3%"
"133","Jake Bobo (SEA)","13","17","107","8.2","15","0","1","0","0","0","0","17","23.2","1.4","0.2%"
"134","Bub Means (NO)","9","15","118","13.1","36","1","1","0","0","0","0","7","22.3","3.2","1.0%"
"135","Jamison Crowder (WAS)","9","13","72","8.0","12","0","2","0","0","0","1","6","21.7","3.6","0.1%"
"136","Kevin Austin Jr. (NO)","11","22","151","13.7","23","2","0","1","9","0","0","8","21.5","2.7","0.2%"
"137","Bo Melton (GB)","8","17","91","11.4","28","1","0","8","54","0","0","17","18.5","1.1","0.9%"
"138","Trent Sherfield Sr. (MIN)","8","10","83","10.4","17","0","1","0","0","0","0","17","18.3","1.1","0.1%"
"139","Ashton Dulin (IND)","2","8","67","33.5","54","1","1","5","45","0","0","15","18.2","1.2","0.0%"
"140","Xavier Hutchinson (HOU)","12","26","117","9.8","19","0","0","0","0","0","0","16","17.7","1.1","0.9%"
"141","Rakim Jarrett (TB)","9","11","124","13.8","30","2","0","0","0","0","0","10","16.9","1.7","4.7%"
"142","Mason Tipton (NO)","14","26","99","7.1","15","0","0","0","0","0","0","11","16.9","1.5","0.9%"
"143","K.J. Osborn (WAS)","7","18","57","8.1","22","1","1","0","0","0","0","8","15.2","1.9","0.9%"
"144","Ainias Smith (PHI)","7","9","41","5.9","15","0","1","2","6","0","0","7","14.2","2.0","1.7%"
"145","Devin Duvernay (JAC)","11","16","79","7.2","28","1","0","4","3","0","0","13","13.7","1.1","0.2%"
"146","Marquise Brown (KC)","9","15","91","10.1","20","1","0","0","0","0","0","2","13.6","6.8","36.7%"
"147","Simi Fehoko (LAC)","6","16","106","17.7","30","2","0","0","0","0","0","8","13.6","1.7","1.0%"
"148","Tyrell Shavers (BUF)","1","1","69","69.0","69","1","1","0","0","0","0","3","13.4","4.5","0.0%"
"149","Ryan Flournoy (DAL)","10","14","102","10.2","26","1","0","0","0","0","1","11","13.2","1.2","0.7%"
"150","Jermaine Burton (CIN)","4","14","107","26.8","47","2","0","0","0","0","0","14","12.7","0.9","5.9%"
"151","Bryce Oliver (TEN)","6","9","95","15.8","33","1","0","0","0","0","0","10","12.5","1.3","0.0%"
"152","Zay Jones (ARI)","8","11","84","10.5","25","1","0","0","0","0","0","11","12.4","1.1","3.3%"
"153","Johnny Wilson (PHI)","5","15","38","7.6","9","0","1","0","0","0","0","16","12.3","0.8","0.7%"
"154","Parris Campbell (PHI)","6","8","30","5.0","7","0","1","0","0","0","0","5","12.0","2.4","0.0%"
"155","Tay Martin (TEN)","1","2","49","49.0","49","1","1","0","0","0","0","1","11.4","11.4","0.0%"
"156","Xavier Gipson (NYJ)","6","10","39","6.5","17","0","1","1","5","0","1","17","11.4","0.7","0.9%"
"157","Jalen Reagor (LAC)","7","12","100","14.3","41","2","0","3","-3","0","1","8","11.2","1.4","0.0%"
"158","DJ Chark Jr. (LAC)","4","10","31","7.8","12","0","1","0","0","0","0","7","11.1","1.6","3.4%"
"159","Brandon Powell (MIN)","7","10","71","10.1","13","0","0","0","0","0","0","17","10.6","0.6","0.1%"
"160","Chris Conley (SF)","6","12","76","12.7","23","2","0","0","0","0","0","15","10.6","0.7","0.1%"
"161","Jalin Hyatt (NYG)","8","19","62","7.8","19","0","0","0","0","0","0","16","10.2","0.6","3.8%"
"162","River Cracraft (MIA)","7","9","66","9.4","16","0","0","0","0","0","0","8","10.1","1.3","0.1%"
"163","Odell Beckham Jr. (FA)","9","18","55","6.1","11","0","0","0","0","0","0","9","10.0","1.1","1.8%"
"164","Michael Woods II (CLE)","7","17","65","9.3","16","0","0","0","0","0","0","5","10.0","2.0","0.1%"
"165","DeAndre Carter (CHI)","9","14","72","8.0","14","0","0","0","0","0","1","13","9.7","0.7","0.1%"
"166","Ben Skowronek (PIT)","5","5","69","13.8","23","1","0","0","0","0","0","10","9.4","0.9","0.0%"
"167","Scotty Miller (FA)","5","9","69","13.8","21","2","0","0","0","0","0","13","9.4","0.7","0.1%"
"168","Kristian Wilkerson (LV)","2","3","18","9.0","9","0","1","0","0","0","0","2","8.8","4.4","0.0%"
"169","Jacob Cowing (SF)","4","6","80","20.0","41","1","0","1","7","0","1","15","8.7","0.6","1.3%"
"170","Devontez Walker (BAL)","1","3","21","21.0","21","1","1","0","0","0","0","7","8.6","1.2","4.8%"
"171","Laviska Shenault Jr. (FA)","5","5","36","7.2","18","0","0","1","1","0","2","12","8.2","0.7","0.1%"
"172","Britain Covey (PHI)","7","8","34","4.9","11","0","0","0","0","0","0","5","6.9","1.4","0.1%"
"173","Tyquan Thornton (KC)","4","8","47","11.8","17","0","0","0","0","0","0","6","6.7","1.1","0.1%"
"174","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","15","6.0","0.4","0.1%"
"175","Dee Eskridge (MIA)","3","3","44","14.7","30","1","0","0","0","0","0","6","5.9","1.0","0.0%"
"176","Nikko Remigio (KC)","2","6","48","24.0","25","2","0","0","0","0","0","5","5.8","1.2","0.7%"
"177","Tim Jones (JAC)","3","5","41","13.7","20","1","0","0","0","0","0","16","5.6","0.4","0.0%"
"178","Terrace Marshall Jr. (LV)","3","6","41","13.7","28","1","0","0","0","0","0","7","5.6","0.8","0.0%"
"179","Treylon Burks (TEN)","4","8","34","8.5","13","0","0","2","1","0","0","5","5.5","1.1","1.1%"
"180","Cody White (SEA)","2","3","44","22.0","28","1","0","0","0","0","0","4","5.4","1.4","0.0%"
"181","Xavier Smith (LAR)","2","2","6","3.0","11","0","0","4","36","0","0","15","5.2","0.3","0.0%"
"182","Dan Chisena (CAR)","3","4","37","12.3","23","1","0","0","0","0","0","6","5.2","0.9","0.0%"
"183","Charlie Jones (CIN)","1","1","5","5.0","5","0","0","0","0","0","1","8","5.0","0.6","0.1%"
"184","Deven Thompkins (CAR)","4","4","20","5.0","12","0","0","2","7","0","0","7","4.7","0.7","0.0%"
"185","Alex Bachman (LV)","3","3","31","10.3","18","0","0","0","0","0","0","5","4.6","0.9","0.0%"
"186","Allen Robinson II (DET)","3","7","30","10.0","21","1","0","0","0","0","0","12","4.5","0.4","0.1%"
"187","David Bell (CLE)","3","3","27","9.0","12","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"188","Jamari Thrash (CLE)","3","7","22","7.3","11","0","0","0","0","0","0","9","3.7","0.4","0.1%"
"189","Malachi Corley (NYJ)","3","6","16","5.3","10","0","0","2","26","0","1","7","3.7","0.5","6.2%"
"190","Ronnie Bell (DET)","2","6","22","11.0","12","0","0","0","0","0","0","8","3.2","0.4","0.0%"
"191","Trenton Irwin (FA)","3","10","15","5.0","6","0","0","0","0","0","0","7","3.0","0.4","0.1%"
"192","Austin Trammell (JAC)","2","3","40","20.0","22","1","0","0","0","0","1","1","3.0","3.0","0.0%"
"193","Anthony Gould (IND)","1","1","23","23.0","23","1","0","0","0","0","0","8","2.8","0.4","0.0%"
"194","Mason Kinsey (TEN)","2","2","17","8.5","11","0","0","0","0","0","0","6","2.7","0.5","0.0%"
"195","Isaiah Hodgins (SF)","2","2","12","6.0","7","0","0","0","0","0","0","3","2.2","0.7","0.0%"
"196","Chris Blair (ATL)","1","2","17","17.0","17","0","0","0","0","0","0","3","2.2","0.7","0.0%"
"197","Grant DuBose (MIA)","2","4","11","5.5","13","0","0","0","0","0","0","3","2.1","0.7","0.0%"
"198","Anthony Miller (BAL)","1","1","16","16.0","16","0","0","0","0","0","0","2","2.1","1.1","0.0%"
"199","Casey Washington (ATL)","1","2","14","14.0","14","0","0","0","0","0","0","2","1.9","1.0","0.0%"
"200","Javon Baker (NE)","1","4","12","12.0","12","0","0","0","0","0","0","10","1.7","0.2","5.0%"
"201","James Proche II (CLE)","3","3","21","7.0","14","0","0","0","0","0","1","9","1.6","0.2","0.0%"
"202","Trent Taylor (SF)","1","1","11","11.0","11","0","0","0","0","0","0","2","1.6","0.8","0.0%"
"203","Isaiah Williams (CIN)","2","3","6","3.0","4","0","0","0","0","0","0","8","1.6","0.2","0.1%"
"204","Kendric Pryor (CIN)","1","1","9","9.0","9","0","0","0","0","0","0","2","1.4","0.7","0.0%"
"205","Brandon Johnson (PIT)","1","1","9","9.0","9","0","0","0","0","0","0","3","1.4","0.5","1.2%"
"206","Ramel Keyton (LV)","1","3","7","7.0","7","0","0","0","0","0","0","8","1.2","0.2","0.0%"
"207","Collin Johnson (CHI)","1","2","6","6.0","6","0","0","0","0","0","0","9","1.1","0.1","0.0%"
"208","John Ross (FA)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"209","Kameron Johnson (TB)","0","1","0","0","0","0","0","2","11","0","0","5","1.1","0.2","0.0%"
"210","Jaelon Darden (SEA)","1","1","6","6.0","6","0","0","0","0","0","0","11","1.1","0.1","0.0%"
"211","Tyler Scott (CHI)","1","1","5","5.0","5","0","0","0","0","0","0","11","1.0","0.1","1.8%"
"212","Robbie Chosen (FA)","1","4","5","5.0","5","0","0","0","0","0","0","2","1.0","0.5","0.0%"
"213","Velus Jones Jr. (CAR)","1","1","8","8.0","8","0","0","3","11","0","1","2","0.4","0.2","0.1%"
"214","Brycen Tremayne (CAR)","1","1","-2","-2.0","0","0","0","0","0","0","0","2","0.3","0.2","0.0%"
"215","Dax Milne (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Stanley Morgan Jr. (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Cornell Powell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.1%"
"220","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Anthony Schwartz (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Seth Williams (DAL)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"223","Dez Fitzpatrick (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Tarik Black (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Marquez Callaway (TB)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"227","Easop Winston Jr. (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Trishton Jackson (ARI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"229","Quintez Cephus (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Tom Kennedy (DET)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"232","Justyn Ross (KC)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"233","Rondale Moore (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"234","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Quez Watkins (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Deonte Harty (BAL)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.1%"
"239","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Jalen Guyton (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"241","Roman Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.6%"
"242","Tulu Griffin (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Ajou Ajou (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2%"
"246","Drake Stoops (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
