player_id,final_position,final_franchise_id,player,career_Season_range,final_team_name,career_sum_player_game_count,career_avg_player_game_count,career_avg_avg_depth_of_target,career_max_avg_depth_of_target,career_avg_avoided_tackles,career_max_avoided_tackles,career_avg_caught_percent,career_max_caught_percent,career_avg_contested_catch_rate,career_max_contested_catch_rate,career_sum_contested_receptions,career_avg_contested_receptions,career_sum_contested_targets,career_avg_contested_targets,career_avg_drop_rate,career_max_drop_rate,career_sum_drops,career_avg_drops,career_sum_first_downs,career_max_first_downs,career_sum_fumbles,career_avg_grades_hands_drop,career_max_grades_hands_drop,career_avg_grades_hands_fumble,career_max_grades_hands_fumble,career_avg_grades_offense,career_max_grades_offense,career_avg_grades_pass_block,career_max_grades_pass_block,career_avg_grades_pass_route,career_max_grades_pass_route,career_avg_inline_rate,career_max_inline_rate,career_sum_inline_snaps,career_max_inline_snaps,career_max_longest,career_avg_pass_block_rate,career_max_pass_block_rate,career_sum_pass_blocks,career_sum_pass_plays,career_sum_receptions,career_avg_receptions,career_avg_route_rate,career_max_route_rate,career_sum_routes,career_avg_routes,career_avg_slot_rate,career_max_slot_rate,career_sum_slot_snaps,career_avg_targeted_qb_rating,career_max_targeted_qb_rating,career_sum_targets,career_avg_targets,career_sum_touchdowns,career_avg_touchdowns,career_avg_wide_rate,career_max_wide_rate,career_sum_wide_snaps,career_avg_wide_snaps,career_sum_yards,career_avg_yards,career_sum_yards_after_catch,career_avg_yards_after_catch,career_avg_yards_after_catch_per_reception,career_max_yards_after_catch_per_reception,career_avg_yards_per_reception,career_max_yards_per_reception,career_avg_yprr,career_max_yprr,career_fpts_per_game,final_season,AGE_ON_DRAFT_DAY,HEIGHT,WEIGHT,HAND_SIZE,ARM_LENGTH,WINGSPAN,FORTY_TIME,TEN_SPLIT,TWENTY_SPLIT,VERTICAL,BROAD,SHUTTLE,THREE_CONE,BENCH,SPEED,ROUND,SELECTION,OVERALL_PICK,matched_draft_year,draft_match_method,draft_match_score,is_historical_drafted_wr
9437,WR,103.0,Amari Cooper,2014,ALABAMA,14.0,14.0,9.9,9.9,26.0,26.0,71.3,71.3,,,0.0,0.0,0.0,0.0,6.1,6.1,8.0,8.0,0.0,0.0,0.0,79.4,79.4,78.8,78.8,92.8,92.8,,,93.3,93.3,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,446.0,124.0,124.0,97.1,97.1,433.0,433.0,19.5,19.5,87.0,128.7,128.7,174.0,174.0,16.0,16.0,79.6,79.6,355.0,355.0,1727.0,1727.0,878.0,878.0,7.1,7.1,13.9,13.9,3.99,3.99,11.337012987012988,2014,,73.0,211.0,10.0,31.5,,4.42,1.63,,33.0,120.0,3.98,6.71,,,1.0,4.0,4.0,2015.0,exact,1.0,True
9440,WR,343.0,Kevin White,2014,W VIRGINIA,13.0,13.0,11.1,11.1,24.0,24.0,68.1,68.1,,,0.0,0.0,0.0,0.0,7.6,7.6,9.0,9.0,0.0,0.0,1.0,72.6,72.6,61.2,61.2,78.5,78.5,,,78.2,78.2,0.5,0.5,3.0,3.0,68.0,0.0,0.0,0.0,590.0,109.0,109.0,94.6,94.6,558.0,558.0,7.6,7.6,45.0,104.3,104.3,160.0,160.0,10.0,10.0,90.7,90.7,535.0,535.0,1447.0,1447.0,679.0,679.0,6.2,6.2,13.3,13.3,2.59,2.59,2.022222222222222,2014,,75.0,215.0,9.25,32.625,,4.35,1.66,,36.5,118.0,4.14,6.92,23.0,,1.0,7.0,7.0,2015.0,exact,1.0,True
9447,WR,210.0,DeVante Parker,2014,LOUISVILLE,6.0,6.0,14.4,14.4,15.0,15.0,57.3,57.3,,,0.0,0.0,0.0,0.0,4.4,4.4,2.0,2.0,1.0,1.0,0.0,79.1,79.1,73.2,73.2,92.2,92.2,,,92.4,92.4,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,206.0,43.0,43.0,97.6,97.6,201.0,201.0,10.2,10.2,21.0,86.3,86.3,75.0,75.0,5.0,5.0,89.8,89.8,185.0,185.0,855.0,855.0,348.0,348.0,8.1,8.1,19.9,19.9,4.25,4.25,7.80672268907563,2014,,75.0,209.0,9.25,33.25,,4.45,1.56,,36.5,125.0,,,17.0,,1.0,14.0,14.0,2015.0,exact,1.0,True
9453,WR,326.0,Nelson Agholor,2014,USC,13.0,13.0,8.9,8.9,17.0,17.0,76.3,76.3,,,0.0,0.0,0.0,0.0,6.4,6.4,7.0,7.0,0.0,0.0,0.0,77.6,77.6,77.7,77.7,89.2,89.2,,,91.2,91.2,2.4,2.4,11.0,11.0,87.0,0.0,0.0,0.0,467.0,103.0,103.0,95.7,95.7,447.0,447.0,52.2,52.2,244.0,129.4,129.4,135.0,135.0,12.0,12.0,41.5,41.5,194.0,194.0,1306.0,1306.0,573.0,573.0,5.6,5.6,12.7,12.7,2.92,2.92,6.121621621621622,2014,,72.0,198.0,9.25,32.25,,4.42,1.53,,,,,,12.0,,1.0,20.0,20.0,2015.0,exact,1.0,True
9459,WR,323.0,Breshad Perriman,2014,UCF,13.0,13.0,17.7,17.7,7.0,7.0,51.5,51.5,,,0.0,0.0,0.0,0.0,13.8,13.8,8.0,8.0,1.0,1.0,0.0,45.9,45.9,74.2,74.2,71.8,71.8,,,71.8,71.8,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,440.0,50.0,50.0,94.1,94.1,414.0,414.0,5.9,5.9,26.0,107.9,107.9,97.0,97.0,9.0,9.0,94.1,94.1,414.0,414.0,1044.0,1044.0,253.0,253.0,5.1,5.1,20.9,20.9,2.52,2.52,5.294736842105263,2014,,74.0,212.0,9.25,32.0,,,,,,,,,,,1.0,26.0,26.0,2015.0,exact,1.0,True
9462,WR,220.0,Phillip Dorsett,2014,MIAMI FL,13.0,13.0,18.9,18.9,3.0,3.0,53.7,53.7,,,0.0,0.0,0.0,0.0,2.7,2.7,1.0,1.0,0.0,0.0,0.0,83.6,83.6,73.2,73.2,72.9,72.9,,,71.6,71.6,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,386.0,36.0,36.0,96.9,96.9,374.0,374.0,22.8,22.8,88.0,132.3,132.3,67.0,67.0,10.0,10.0,77.2,77.2,298.0,298.0,871.0,871.0,360.0,360.0,10.0,10.0,24.2,24.2,2.33,2.33,0.0,2014,,70.0,185.0,9.375,30.25,,4.33,1.54,,37.0,122.0,4.11,6.7,13.0,,1.0,29.0,29.0,2015.0,exact,1.0,True
9470,WR,260.0,Devin Smith,2014,OHIO STATE,15.0,15.0,23.8,23.8,2.0,2.0,68.8,68.8,,,0.0,0.0,0.0,0.0,5.7,5.7,2.0,2.0,0.0,0.0,0.0,74.5,74.5,72.2,72.2,80.7,80.7,,,82.6,82.6,0.4,0.4,1.0,1.0,80.0,0.0,0.0,0.0,264.0,33.0,33.0,97.3,97.3,257.0,257.0,22.3,22.3,59.0,133.7,133.7,48.0,48.0,12.0,12.0,76.9,76.9,203.0,203.0,931.0,931.0,231.0,231.0,7.0,7.0,28.2,28.2,3.62,3.62,2.226315789473684,2014,,72.0,196.0,9.0,31.0,,4.42,1.63,,39.0,122.0,4.15,,10.0,,2.0,5.0,37.0,2015.0,exact,1.0,True
9474,WR,222.0,Devin Funchess,2014,MICHIGAN,11.0,11.0,9.7,9.7,7.0,7.0,60.8,60.8,,,0.0,0.0,0.0,0.0,8.8,8.8,6.0,6.0,0.0,0.0,0.0,66.1,66.1,75.2,75.2,72.0,72.0,69.8,69.8,71.8,71.8,2.6,2.6,9.0,9.0,45.0,0.3,0.3,1.0,345.0,62.0,62.0,96.2,96.2,332.0,332.0,39.4,39.4,136.0,79.4,79.4,102.0,102.0,4.0,4.0,57.7,57.7,199.0,199.0,733.0,733.0,268.0,268.0,4.3,4.3,11.8,11.8,2.21,2.21,7.008064516129032,2014,,76.0,232.0,9.75,33.5,,4.7,1.67,,38.5,122.0,,,17.0,,2.0,9.0,41.0,2015.0,exact,1.0,True
9502,WR,199.0,Tyler Lockett,2014,KANSAS ST,13.0,13.0,11.9,11.9,9.0,9.0,72.1,72.1,,,0.0,0.0,0.0,0.0,6.2,6.2,7.0,7.0,0.0,0.0,0.0,79.1,79.1,78.0,78.0,92.7,92.7,,,92.8,92.8,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,445.0,106.0,106.0,93.3,93.3,415.0,415.0,15.3,15.3,68.0,121.6,121.6,147.0,147.0,11.0,11.0,84.3,84.3,375.0,375.0,1515.0,1515.0,455.0,455.0,4.3,4.3,14.3,14.3,3.65,3.65,9.165730337078651,2014,,70.0,182.0,8.375,30.0,,4.4,1.56,,35.5,121.0,4.07,6.89,,,3.0,5.0,69.0,2015.0,exact,1.0,True
9503,WR,110.0,Jaelen Strong,2014,ARIZONA ST,12.0,12.0,13.9,13.9,7.0,7.0,53.3,53.3,,,0.0,0.0,0.0,0.0,8.0,8.0,7.0,7.0,1.0,1.0,0.0,70.3,70.3,76.2,76.2,86.6,86.6,,,87.5,87.5,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,455.0,81.0,81.0,94.7,94.7,431.0,431.0,25.3,25.3,115.0,92.2,92.2,152.0,152.0,10.0,10.0,74.7,74.7,340.0,340.0,1168.0,1168.0,421.0,421.0,5.2,5.2,14.4,14.4,2.71,2.71,3.625,2014,,74.0,217.0,9.0,32.5,,4.44,1.62,,42.0,123.0,,,,,3.0,6.0,70.0,2015.0,exact,1.0,True
9509,WR,173.0,Chris Conley,2014,GEORGIA,13.0,13.0,16.8,16.8,2.0,2.0,66.7,66.7,,,0.0,0.0,0.0,0.0,10.0,10.0,4.0,4.0,0.0,0.0,1.0,62.0,62.0,36.6,36.6,74.2,74.2,,,73.6,73.6,0.4,0.4,1.0,1.0,48.0,0.0,0.0,0.0,274.0,36.0,36.0,96.4,96.4,264.0,264.0,23.4,23.4,64.0,140.2,140.2,54.0,54.0,8.0,8.0,75.9,75.9,208.0,208.0,657.0,657.0,159.0,159.0,4.4,4.4,18.3,18.3,2.49,2.49,3.9768,2014,,74.0,213.0,9.875,33.75,,4.35,1.6,,45.0,139.0,4.3,7.06,18.0,,3.0,12.0,76.0,2015.0,exact,1.0,True
9520,WR,115.0,Sammie Coates,2014,AUBURN,12.0,12.0,21.5,21.5,10.0,10.0,45.9,45.9,,,0.0,0.0,0.0,0.0,12.8,12.8,5.0,5.0,0.0,0.0,0.0,55.8,55.8,72.6,72.6,77.3,77.3,61.0,61.0,75.6,75.6,0.0,0.0,0.0,0.0,68.0,0.4,0.4,1.0,277.0,34.0,34.0,94.9,94.9,263.0,263.0,10.1,10.1,28.0,94.5,94.5,74.0,74.0,4.0,4.0,89.9,89.9,249.0,249.0,741.0,741.0,128.0,128.0,3.8,3.8,21.8,21.8,2.82,2.82,1.8340909090909088,2014,,73.0,212.0,9.375,33.375,,4.43,1.59,,41.0,131.0,4.06,6.98,23.0,,3.0,23.0,87.0,2015.0,exact,1.0,True
9527,WR,300.0,Ty Montgomery,2014,STANFORD,11.0,11.0,6.5,6.5,16.0,16.0,62.2,62.2,,,0.0,0.0,0.0,0.0,7.6,7.6,5.0,5.0,0.0,0.0,1.0,66.6,66.6,49.2,49.2,78.6,78.6,,,74.6,74.6,0.3,0.3,1.0,1.0,44.0,0.0,0.0,0.0,292.0,61.0,61.0,95.9,95.9,280.0,280.0,21.6,21.6,63.0,68.6,68.6,98.0,98.0,3.0,3.0,77.4,77.4,226.0,226.0,604.0,604.0,437.0,437.0,7.2,7.2,9.9,9.9,2.16,2.16,0.0,2014,,72.0,221.0,10.125,31.0,,4.55,1.62,,40.5,121.0,4.21,6.97,,,3.0,30.0,94.0,2015.0,exact,1.0,True
9538,WR,154.0,Jamison Crowder,2014,DUKE,13.0,13.0,11.0,11.0,11.0,11.0,56.4,56.4,,,0.0,0.0,0.0,0.0,10.6,10.6,10.0,10.0,1.0,1.0,1.0,60.8,60.8,58.1,58.1,73.0,73.0,,,73.1,73.1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,474.0,84.0,84.0,97.0,97.0,460.0,460.0,17.3,17.3,82.0,81.1,81.1,149.0,149.0,6.0,6.0,81.9,81.9,388.0,388.0,1064.0,1064.0,550.0,550.0,6.5,6.5,12.7,12.7,2.31,2.31,7.330894308943089,2014,,68.0,185.0,8.75,30.375,,4.56,1.71,,37.0,115.0,4.32,7.17,10.0,,4.0,6.0,105.0,2015.0,exact,1.0,True
9540,WR,156.0,Justin Hardy,2014,E CAROLINA,13.0,13.0,9.5,9.5,20.0,20.0,72.5,72.5,,,0.0,0.0,0.0,0.0,4.0,4.0,5.0,5.0,0.0,0.0,1.0,85.0,85.0,78.2,78.2,89.5,89.5,68.5,68.5,89.2,89.2,0.0,0.0,0.0,0.0,66.0,0.2,0.2,1.0,659.0,121.0,121.0,94.8,94.8,625.0,625.0,64.2,64.2,423.0,107.2,107.2,167.0,167.0,10.0,10.0,35.1,35.1,231.0,231.0,1494.0,1494.0,612.0,612.0,5.1,5.1,12.3,12.3,2.39,2.39,2.686301369863014,2014,,70.0,192.0,10.0,32.125,,4.56,1.6,,36.5,114.0,4.21,6.63,11.0,,4.0,8.0,107.0,2015.0,exact,1.0,True
9556,WR,341.0,Vince Mayle,2014,WASH STATE,12.0,12.0,9.8,9.8,25.0,25.0,65.0,65.0,,,0.0,0.0,0.0,0.0,15.2,15.2,19.0,19.0,0.0,0.0,1.0,43.9,43.9,60.8,60.8,76.7,76.7,,,75.3,75.3,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,579.0,106.0,106.0,95.2,95.2,551.0,551.0,0.7,0.7,4.0,104.9,104.9,163.0,163.0,9.0,9.0,99.3,99.3,575.0,575.0,1483.0,1483.0,827.0,827.0,7.8,7.8,14.0,14.0,2.69,2.69,0.2695652173913043,2014,,74.0,224.0,9.0,31.75,,4.67,1.71,,35.5,117.0,4.13,6.93,,,4.0,24.0,123.0,2015.0,exact,1.0,True
9565,WR,176.0,DeAndre Smelter,2014,GA TECH,12.0,12.0,17.0,17.0,5.0,5.0,56.5,56.5,,,0.0,0.0,0.0,0.0,5.4,5.4,2.0,2.0,0.0,0.0,0.0,68.9,68.9,73.5,73.5,90.9,90.9,78.1,78.1,90.2,90.2,0.0,0.0,0.0,0.0,71.0,4.9,4.9,9.0,182.0,35.0,35.0,89.6,89.6,163.0,163.0,5.5,5.5,10.0,128.1,128.1,62.0,62.0,7.0,7.0,88.5,88.5,161.0,161.0,715.0,715.0,239.0,239.0,6.8,6.8,20.4,20.4,4.39,4.39,1.4,2014,,74.0,226.0,11.0,32.625,,,,,,,,,,,4.0,33.0,132.0,2015.0,exact,1.0,True
9572,WR,167.0,Rashad Greene Sr.,2014,FLORIDA ST,14.0,14.0,11.0,11.0,17.0,17.0,69.7,69.7,,,0.0,0.0,0.0,0.0,3.9,3.9,4.0,4.0,1.0,1.0,0.0,86.2,86.2,77.1,77.1,82.2,82.2,,,83.3,83.3,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,546.0,99.0,99.0,96.2,96.2,525.0,525.0,22.3,22.3,122.0,104.9,104.9,142.0,142.0,7.0,7.0,76.7,76.7,419.0,419.0,1365.0,1365.0,599.0,599.0,6.1,6.1,13.8,13.8,2.6,2.6,0.0,2014,,71.0,182.0,9.0,31.625,,4.53,1.53,,36.5,122.0,4.12,6.88,,,5.0,3.0,139.0,2015.0,nosuffix,1.0,True
9579,WR,215.0,Stefon Diggs,2014,MARYLAND,10.0,10.0,7.3,7.3,13.0,13.0,64.9,64.9,,,0.0,0.0,0.0,0.0,8.7,8.7,6.0,6.0,0.0,0.0,0.0,67.2,67.2,75.8,75.8,79.5,79.5,,,79.3,79.3,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,365.0,63.0,63.0,97.3,97.3,355.0,355.0,81.6,81.6,298.0,99.0,99.0,97.0,97.0,5.0,5.0,17.0,17.0,62.0,62.0,796.0,796.0,524.0,524.0,8.3,8.3,12.6,12.6,2.24,2.24,12.62962962962963,2014,,72.0,195.0,10.0,31.25,,4.46,1.54,,35.0,115.0,4.32,7.03,,,5.0,10.0,146.0,2015.0,exact,1.0,True
9589,WR,223.0,Tony Lippett,2014,MICH STATE,13.0,13.0,13.3,13.3,7.0,7.0,61.9,61.9,,,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,87.0,87.0,75.6,75.6,90.2,90.2,,,90.4,90.4,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,341.0,65.0,65.0,96.2,96.2,328.0,328.0,14.4,14.4,49.0,128.2,128.2,105.0,105.0,11.0,11.0,85.6,85.6,292.0,292.0,1198.0,1198.0,383.0,383.0,5.9,5.9,18.4,18.4,3.65,3.65,0.0,2014,,74.0,192.0,9.875,32.75,,4.61,1.68,,36.0,114.0,4.13,6.92,10.0,,5.0,20.0,156.0,2015.0,exact,1.0,True
9592,WR,321.0,J.J. Nelson,2014,UAB,12.0,12.0,15.6,15.6,5.0,5.0,56.3,56.3,,,0.0,0.0,0.0,0.0,12.2,12.2,5.0,5.0,0.0,0.0,1.0,56.2,56.2,41.7,41.7,63.1,63.1,,,64.3,64.3,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,280.0,36.0,36.0,95.4,95.4,267.0,267.0,22.9,22.9,64.0,98.8,98.8,64.0,64.0,4.0,4.0,76.8,76.8,215.0,215.0,646.0,646.0,342.0,342.0,9.5,9.5,17.9,17.9,2.42,2.42,4.620689655172414,2014,,70.0,156.0,8.25,31.125,,4.28,1.5,,36.0,127.0,4.15,7.02,,,5.0,23.0,159.0,2015.0,exact,1.0,True
9595,WR,238.0,Kenny Bell,2014,NEBRASKA,13.0,13.0,15.6,15.6,9.0,9.0,52.2,52.2,,,0.0,0.0,0.0,0.0,9.6,9.6,5.0,5.0,0.0,0.0,0.0,63.8,63.8,73.6,73.6,85.4,85.4,60.9,60.9,81.8,81.8,0.4,0.4,1.0,1.0,73.0,0.4,0.4,1.0,274.0,47.0,47.0,96.0,96.0,263.0,263.0,18.2,18.2,50.0,81.3,81.3,90.0,90.0,6.0,6.0,81.0,81.0,222.0,222.0,792.0,792.0,303.0,303.0,6.4,6.4,16.9,16.9,3.01,3.01,0.0,2014,,73.0,197.0,9.25,31.625,,4.42,1.57,,41.5,129.0,4.15,6.66,7.0,,5.0,26.0,162.0,2015.0,exact,1.0,True
9617,WR,328.0,Kaelin Clay,2014,UTAH,13.0,13.0,10.2,10.2,5.0,5.0,61.4,61.4,,,0.0,0.0,0.0,0.0,8.5,8.5,4.0,4.0,1.0,1.0,2.0,66.4,66.4,28.7,28.7,59.7,59.7,,,60.6,60.6,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,339.0,43.0,43.0,96.5,96.5,327.0,327.0,89.7,89.7,304.0,91.4,91.4,70.0,70.0,4.0,4.0,10.3,10.3,35.0,35.0,520.0,520.0,244.0,244.0,5.7,5.7,12.1,12.1,1.59,1.59,0.4434782608695652,2014,,70.0,195.0,9.0,30.875,,4.51,1.65,,33.0,113.0,4.26,6.97,10.0,,6.0,8.0,184.0,2015.0,exact,1.0,True
9619,WR,146.0,Geremy Davis,2014,UCONN,10.0,10.0,13.2,13.2,1.0,1.0,60.3,60.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4,91.4,73.3,73.3,71.5,71.5,,,73.2,73.2,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,257.0,44.0,44.0,96.1,96.1,247.0,247.0,19.8,19.8,51.0,78.6,78.6,73.0,73.0,3.0,3.0,80.2,80.2,206.0,206.0,521.0,521.0,67.0,67.0,1.5,1.5,11.8,11.8,2.11,2.11,0.227027027027027,2014,,74.0,216.0,9.5,32.25,,,,,36.5,124.0,4.18,6.86,23.0,,6.0,10.0,186.0,2015.0,exact,1.0,True
9620,WR,260.0,Evan Spencer,2014,OHIO STATE,15.0,15.0,12.4,12.4,1.0,1.0,41.7,41.7,,,0.0,0.0,0.0,0.0,11.8,11.8,2.0,2.0,0.0,0.0,0.0,57.3,57.3,69.3,69.3,58.9,58.9,34.4,34.4,53.1,53.1,0.7,0.7,2.0,2.0,22.0,0.0,0.0,0.0,283.0,15.0,15.0,96.1,96.1,272.0,272.0,33.6,33.6,95.0,58.7,58.7,36.0,36.0,3.0,3.0,65.4,65.4,185.0,185.0,149.0,149.0,81.0,81.0,5.4,5.4,9.9,9.9,0.55,0.55,0.0,2014,,,,,,,,,,,,,,,,6.0,11.0,187.0,2015.0,exact,1.0,True
9634,WR,229.0,Bud Sasser,2014,MISSOURI,14.0,14.0,12.2,12.2,3.0,3.0,65.8,65.8,,,0.0,0.0,0.0,0.0,2.5,2.5,2.0,2.0,0.0,0.0,1.0,89.8,89.8,55.8,55.8,80.3,80.3,,,81.4,81.4,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,491.0,77.0,77.0,94.5,94.5,464.0,464.0,12.4,12.4,61.0,123.1,123.1,117.0,117.0,12.0,12.0,87.6,87.6,430.0,430.0,997.0,997.0,292.0,292.0,3.8,3.8,12.9,12.9,2.15,2.15,0.0,2014,,,,,,,,,,,,,,,,6.0,25.0,201.0,2015.0,exact,1.0,True
9637,WR,176.0,Darren Waller,2014,GA TECH,12.0,12.0,19.6,19.6,2.0,2.0,57.8,57.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,71.3,71.3,83.7,83.7,78.7,78.7,86.3,86.3,0.0,0.0,0.0,0.0,55.0,2.7,2.7,5.0,183.0,26.0,26.0,91.3,91.3,167.0,167.0,2.2,2.2,4.0,112.2,112.2,45.0,45.0,6.0,6.0,95.1,95.1,174.0,174.0,442.0,442.0,86.0,86.0,3.3,3.3,17.0,17.0,2.65,2.65,0.0,2014,,78.0,238.0,9.0,33.25,,4.46,1.58,,37.0,125.0,4.25,7.07,12.0,,6.0,28.0,204.0,2015.0,exact,1.0,True
9654,WR,163.0,Andre Debose,2014,FLORIDA,5.0,5.0,20.0,20.0,0.0,0.0,20.0,20.0,,,0.0,0.0,0.0,0.0,50.0,50.0,1.0,1.0,0.0,0.0,0.0,24.5,24.5,66.3,66.3,43.5,43.5,,,44.4,44.4,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,17.0,1.0,1.0,100.0,100.0,17.0,17.0,23.5,23.5,4.0,39.6,39.6,5.0,5.0,0.0,0.0,76.5,76.5,13.0,13.0,-3.0,-3.0,1.0,1.0,1.0,1.0,-3.0,-3.0,-0.18,-0.18,0.0,2014,,,,,,,,,,,,,,,,7.0,4.0,221.0,2015.0,exact,1.0,True
9666,WR,254.0,Da'Ron Brown,2014,N ILLINOIS,14.0,14.0,14.4,14.4,14.0,14.0,54.0,54.0,,,0.0,0.0,0.0,0.0,10.5,10.5,8.0,8.0,0.0,0.0,0.0,48.8,48.8,77.2,77.2,73.9,73.9,,,74.6,74.6,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,429.0,68.0,68.0,95.8,95.8,411.0,411.0,20.7,20.7,89.0,91.5,91.5,126.0,126.0,6.0,6.0,79.3,79.3,340.0,340.0,1065.0,1065.0,442.0,442.0,6.5,6.5,15.7,15.7,2.59,2.59,0.0,2014,,72.0,205.0,10.25,32.0,,4.54,1.55,,37.0,120.0,4.11,7.04,17.0,,7.0,16.0,233.0,2015.0,exact,1.0,True
9671,WR,343.0,Mario Alford,2014,W VIRGINIA,13.0,13.0,11.2,11.2,6.0,6.0,58.0,58.0,,,0.0,0.0,0.0,0.0,15.6,15.6,12.0,12.0,0.0,0.0,1.0,37.9,37.9,52.2,52.2,61.7,61.7,,,61.8,61.8,0.3,0.3,2.0,2.0,79.0,0.0,0.0,0.0,578.0,65.0,65.0,94.6,94.6,547.0,547.0,4.3,4.3,25.0,118.3,118.3,112.0,112.0,11.0,11.0,94.3,94.3,545.0,545.0,945.0,945.0,476.0,476.0,7.3,7.3,14.5,14.5,1.73,1.73,0.5,2014,,68.0,180.0,9.375,31.25,,4.43,1.66,,34.0,121.0,4.07,6.64,13.0,,7.0,21.0,238.0,2015.0,exact,1.0,True
9690,WR,328.0,Dres Anderson,2014,UTAH,7.0,7.0,15.1,15.1,3.0,3.0,50.0,50.0,,,0.0,0.0,0.0,0.0,18.5,18.5,5.0,5.0,0.0,0.0,0.0,48.5,48.5,71.2,71.2,60.8,60.8,,,60.5,60.5,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,218.0,22.0,22.0,95.4,95.4,208.0,208.0,10.6,10.6,23.0,88.7,88.7,44.0,44.0,4.0,4.0,89.4,89.4,195.0,195.0,355.0,355.0,79.0,79.0,3.6,3.6,16.1,16.1,1.71,1.71,0.0,2014,,,,,,,,,,,,,,,,,,,,,,False
9691,WR,154.0,Issac Blakeney,2014,DUKE,13.0,13.0,10.8,10.8,13.0,13.0,61.0,61.0,,,0.0,0.0,0.0,0.0,11.3,11.3,6.0,6.0,0.0,0.0,1.0,53.1,53.1,45.0,45.0,61.6,61.6,,,61.8,61.8,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,363.0,47.0,47.0,97.2,97.2,353.0,353.0,13.2,13.2,48.0,107.8,107.8,77.0,77.0,7.0,7.0,86.8,86.8,315.0,315.0,553.0,553.0,257.0,257.0,5.5,5.5,11.8,11.8,1.57,1.57,0.0,2014,,,,,,,,,,,,,,,,,,,,,,False
9692,WR,340.0,DiAndre Campbell,2014,WASHINGTON,14.0,14.0,8.4,8.4,0.0,0.0,64.9,64.9,,,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,77.2,77.2,28.5,28.5,57.9,57.9,61.0,61.0,53.9,53.9,0.8,0.8,2.0,2.0,26.0,0.4,0.4,1.0,262.0,24.0,24.0,95.8,95.8,251.0,251.0,14.9,14.9,39.0,91.0,91.0,37.0,37.0,1.0,1.0,84.4,84.4,221.0,221.0,230.0,230.0,74.0,74.0,3.1,3.1,9.6,9.6,0.92,0.92,0.0,2014,,,,,,,,,,,,,,,,,,,,,,False
9697,WR,103.0,DeAndrew White,2014,ALABAMA,11.0,11.0,10.0,10.0,5.0,5.0,63.5,63.5,,,0.0,0.0,0.0,0.0,9.1,9.1,4.0,4.0,1.0,1.0,1.0,65.7,65.7,43.5,43.5,69.8,69.8,60.9,60.9,67.2,67.2,0.0,0.0,0.0,0.0,58.0,0.3,0.3,1.0,328.0,40.0,40.0,97.0,97.0,318.0,318.0,39.3,39.3,129.0,102.9,102.9,63.0,63.0,4.0,4.0,60.7,60.7,199.0,199.0,504.0,504.0,215.0,215.0,5.4,5.4,12.6,12.6,1.58,1.58,0.7999999999999999,2014,,,,,,,,,,,,,,,,,,,,,,False
9700,WR,115.0,Quan Bray,2014,AUBURN,13.0,13.0,9.0,9.0,13.0,13.0,75.0,75.0,,,0.0,0.0,0.0,0.0,4.9,4.9,2.0,2.0,1.0,1.0,1.0,77.7,77.7,48.1,48.1,72.4,72.4,61.9,61.9,70.7,70.7,0.0,0.0,0.0,0.0,44.0,0.4,0.4,1.0,234.0,39.0,39.0,94.9,94.9,222.0,222.0,21.4,21.4,50.0,112.7,112.7,52.0,52.0,4.0,4.0,76.9,76.9,180.0,180.0,481.0,481.0,256.0,256.0,6.6,6.6,12.3,12.3,2.17,2.17,0.4666666666666666,2014,,,,,,,,,,,,,,,,,,,,,,False
